   Md  st  LF  FF    Teff  logG  Met     CaK          CaH      FeI       Hdel     rcont
   1   1   1  -1  4405.5 4.77 -0.7 0.354E+00 0.403E+00 0.667E+00 0.879E+00 0.219E+00
   1   2   1  -1  4508.2 4.76 -0.7 0.318E+00 0.364E+00 0.648E+00 0.869E+00 0.543E+00
   1   3   1  -1  4613.2 4.75 -0.7 0.286E+00 0.329E+00 0.634E+00 0.857E+00 0.661E+00
   1   4   1  -1  4731.5 4.74 -0.7 0.255E+00 0.295E+00 0.622E+00 0.842E+00 0.814E+00
   1   5   1  -1  4841.7 4.73 -0.7 0.231E+00 0.268E+00 0.615E+00 0.826E+00 0.979E+00
   1   6   1  -1  4954.5 4.72 -0.7 0.209E+00 0.243E+00 0.612E+00 0.809E+00 0.132E+01
   1   7   1  -1  5081.6 4.71 -0.7 0.249E+00 0.323E+00 0.900E+00 0.105E+01 0.177E+01
   1   8   1  -1  5224.0 4.70 -0.7 0.269E+00 0.343E+00 0.918E+00 0.102E+01 0.215E+01
   1   9   1  -1  5358.0 4.69 -0.7 0.289E+00 0.363E+00 0.932E+00 0.997E+00 0.257E+01
   1  10   1  -1  5508.1 4.68 -0.7 0.311E+00 0.384E+00 0.946E+00 0.966E+00 0.309E+01
   1  11   1  -1  5610.5 4.66 -0.7 0.327E+00 0.397E+00 0.954E+00 0.943E+00 0.349E+01
   1  12   1  -1  5728.0 4.65 -0.7 0.344E+00 0.412E+00 0.962E+00 0.917E+00 0.401E+01
   1  13   1  -1  5847.9 4.63 -0.7 0.366E+00 0.427E+00 0.968E+00 0.890E+00 0.459E+01
   1  14   1  -1  5956.6 4.61 -0.7 0.387E+00 0.441E+00 0.974E+00 0.865E+00 0.574E+01
   1  15   1  -1  6081.3 4.59 -0.7 0.412E+00 0.454E+00 0.979E+00 0.837E+00 0.656E+01
   1  16   1  -1  6165.9 4.57 -0.7 0.430E+00 0.462E+00 0.982E+00 0.817E+00 0.729E+01
   1  17   1  -1  6295.1 4.55 -0.7 0.457E+00 0.473E+00 0.986E+00 0.788E+00 0.915E+01
