( Z, Y, Age) = 0.004988   0.242  10.000
 Mbol       dN       log dN    V       dN       log dN     I         dN       log dN
 12.75  0.1495E+06   5.175     16.75  0.5907E+05   4.771     12.75  0.3734E+06   5.572
 12.50  0.5581E+06   5.747     16.50  0.1039E+06   5.017     12.50  0.1848E+06   5.267
 12.25  0.7459E+06   5.873     16.25  0.1948E+06   5.290     12.25  0.2021E+06   5.306
 12.00  0.7329E+06   5.865     16.00  0.1693E+06   5.229     12.00  0.3192E+06   5.504
 11.75  0.8164E+06   5.912     15.75  0.5102E+06   5.708     11.75  0.2613E+06   5.417
 11.50  0.8259E+06   5.917     15.50  0.5152E+06   5.712     11.50  0.2587E+06   5.413
 11.25  0.8644E+06   5.937     15.25  0.5305E+06   5.725     11.25  0.2992E+06   5.476
 11.00  0.8554E+06   5.932     15.00  0.5510E+06   5.741     11.00  0.2345E+06   5.370
 10.75  0.7959E+06   5.901     14.75  0.4868E+06   5.687     10.75  0.2453E+06   5.390
 10.50  0.6796E+06   5.832     14.50  0.4920E+06   5.692     10.50  0.2142E+06   5.331
 10.25  0.6195E+06   5.792     14.25  0.5982E+06   5.777     10.25  0.1608E+06   5.206
 10.00  0.5146E+06   5.712     14.00  0.4256E+06   5.629     10.00  0.1553E+06   5.191
  9.75  0.4230E+06   5.626     13.75  0.5931E+06   5.773      9.75  0.1327E+06   5.123
  9.50  0.3701E+06   5.568     13.50  0.4720E+06   5.674      9.50  0.1020E+06   5.008
  9.25  0.3071E+06   5.487     13.25  0.4621E+06   5.665      9.25  0.9156E+05   4.962
  9.00  0.2518E+06   5.401     13.00  0.4343E+06   5.638      9.00  0.8176E+05   4.913
  8.75  0.2019E+06   5.305     12.75  0.3314E+06   5.520      8.75  0.6593E+05   4.819
  8.50  0.1632E+06   5.213     12.50  0.3187E+06   5.503      8.50  0.5632E+05   4.751
  8.25  0.1376E+06   5.138     12.25  0.2774E+06   5.443      8.25  0.4978E+05   4.697
  8.00  0.1132E+06   5.054     12.00  0.2429E+06   5.385      8.00  0.4514E+05   4.655
  7.75  0.9352E+05   4.971     11.75  0.2724E+06   5.435      7.75  0.3868E+05   4.587
  7.50  0.7715E+05   4.887     11.50  0.2763E+06   5.441      7.50  0.3703E+05   4.569
  7.25  0.6296E+05   4.799     11.25  0.3122E+06   5.494      7.25  0.3491E+05   4.543
  7.00  0.5878E+05   4.769     11.00  0.2440E+06   5.387      7.00  0.3329E+05   4.522
  6.75  0.4997E+05   4.699     10.75  0.2762E+06   5.441      6.75  0.3445E+05   4.537
  6.50  0.4649E+05   4.667     10.50  0.1895E+06   5.278      6.50  0.3114E+05   4.493
  6.25  0.4259E+05   4.629     10.25  0.1764E+06   5.246      6.25  0.3130E+05   4.496
  6.00  0.4014E+05   4.604     10.00  0.1817E+06   5.259      6.00  0.2964E+05   4.472
  5.75  0.3460E+05   4.539      9.75  0.1194E+06   5.077      5.75  0.2915E+05   4.465
  5.50  0.3166E+05   4.501      9.50  0.1141E+06   5.057      5.50  0.2623E+05   4.419
  5.25  0.3158E+05   4.499      9.25  0.1039E+06   5.017      5.25  0.2742E+05   4.438
  5.00  0.2665E+05   4.426      9.00  0.8127E+05   4.910      5.00  0.2356E+05   4.372
  4.75  0.2371E+05   4.375      8.75  0.7263E+05   4.861      4.75  0.2124E+05   4.327
  4.50  0.2146E+05   4.332      8.50  0.5913E+05   4.772      4.50  0.1971E+05   4.295
  4.25  0.1986E+05   4.298      8.25  0.5476E+05   4.738      4.25  0.1762E+05   4.246
  4.00  0.1742E+05   4.241      8.00  0.4503E+05   4.653      4.00  0.1616E+05   4.208
  3.75  0.1565E+05   4.194      7.75  0.4097E+05   4.612      3.75  0.1409E+05   4.149
  3.50  0.1426E+05   4.154      7.50  0.3644E+05   4.562      3.50  0.1281E+05   4.107
  3.25  0.1211E+05   4.083      7.25  0.3677E+05   4.566      3.25  0.1186E+05   4.074
  3.00  0.1008E+05   4.004      7.00  0.3419E+05   4.534      3.00  0.9786E+04   3.991
  2.75  0.9191E+04   3.963      6.75  0.3373E+05   4.528      2.75  0.9205E+04   3.964
  2.50  0.7539E+04   3.877      6.50  0.3278E+05   4.516      2.50  0.6423E+04   3.808
  2.25  0.6687E+04   3.825      6.25  0.3205E+05   4.506      2.25  0.6338E+04   3.802
  2.00  0.6045E+04   3.781      6.00  0.2970E+05   4.473      2.00  0.5791E+04   3.763
  1.75  0.3437E+04   3.536      5.75  0.3008E+05   4.478      1.75  0.3166E+04   3.500
  1.50  0.2811E+04   3.449      5.50  0.2716E+05   4.434      1.50  0.2634E+04   3.421
  1.25  0.1600E+04   3.204      5.25  0.2554E+05   4.407      1.25  0.1605E+04   3.206
  1.00  0.1273E+04   3.105      5.00  0.2522E+05   4.402      1.00  0.1123E+04   3.050
  0.75  0.5137E+03   2.711      4.75  0.2241E+05   4.350      0.75  0.3916E+04   3.593
  0.50  0.6060E+03   2.782      4.50  0.1994E+05   4.300      0.50  0.2044E+04   3.311
  0.25  0.4857E+04   3.686      4.25  0.1808E+05   4.257      0.25  0.4197E+03   2.623
  0.00  0.9149E+03   2.961      4.00  0.1649E+05   4.217      0.00  0.3546E+03   2.550
 -0.25  0.3523E+03   2.547      3.75  0.1427E+05   4.154     -0.25  0.2834E+03   2.452
 -0.50  0.3397E+03   2.531      3.50  0.1423E+05   4.153     -0.50  0.2522E+03   2.402
 -0.75  0.2740E+03   2.438      3.25  0.1128E+05   4.052     -0.75  0.1747E+03   2.242
 -1.00  0.2228E+03   2.348      3.00  0.9755E+04   3.989     -1.00  0.1521E+03   2.182
 -1.25  0.2034E+03   2.308      2.75  0.9480E+04   3.977     -1.25  0.1677E+03   2.224
 -1.50  0.1383E+03   2.141      2.50  0.6937E+04   3.841     -1.50  0.4455E+02   1.649
 -1.75  0.1174E+03   2.070      2.25  0.6684E+04   3.825     -1.75  0.1787E+02   1.252
 -2.00  0.9565E+02   1.981      2.00  0.5749E+04   3.760     -2.00  0.1709E+02   1.233
 -2.25  0.7969E+02   1.901      1.75  0.3300E+04   3.518     -2.25  0.8265E+00  -0.083
 -2.50  0.5146E+02   1.711      1.50  0.2814E+04   3.449     -2.50  0.0000E+00   0.000
 -2.75  0.4372E+02   1.641      1.25  0.1652E+04   3.218     -2.75  0.0000E+00   0.000
 -3.00  0.3787E+02   1.578      1.00  0.1237E+04   3.092     -3.00  0.0000E+00   0.000
 -3.25  0.3502E+02   1.544      0.75  0.2594E+04   3.414     -3.25  0.0000E+00   0.000
 -3.50  0.2906E+02   1.463      0.50  0.3394E+04   3.531     -3.50  0.0000E+00   0.000
 -3.75  0.1004E+02   1.002      0.25  0.4244E+03   2.628     -3.75  0.0000E+00   0.000
 -4.00  0.8294E+01   0.919      0.00  0.3881E+03   2.589     -4.00  0.0000E+00   0.000
 -4.25  0.7381E+01   0.868     -0.25  0.2864E+03   2.457     -4.25  0.0000E+00   0.000
 -4.50  0.6280E+01   0.798     -0.50  0.2771E+03   2.443     -4.50  0.0000E+00   0.000
 -4.75  0.5106E+01   0.708     -0.75  0.1855E+03   2.268     -4.75  0.0000E+00   0.000
 -5.00  0.4401E+01   0.644     -1.00  0.1561E+03   2.193     -5.00  0.0000E+00   0.000
 -5.25  0.3470E+01   0.540     -1.25  0.1673E+03   2.223     -5.25  0.0000E+00   0.000
 -5.50  0.1028E+01   0.012     -1.50  0.8304E+02   1.919     -5.50  0.0000E+00   0.000
 -5.75  0.0000E+00   0.000     -1.75  0.2196E+02   1.342     -5.75  0.0000E+00   0.000
 -6.00  0.0000E+00   0.000     -2.00  0.2978E+06   5.474     -6.00  0.0000E+00   0.000
 -6.25  0.0000E+00   0.000     -2.25  0.3808E+05   4.581     -6.25  0.0000E+00   0.000
 -6.50  0.0000E+00   0.000     -2.50  0.2957E+06   5.471     -6.50  0.0000E+00   0.000
 -6.75  0.0000E+00   0.000     -2.75  0.6436E+06   5.809     -6.75  0.0000E+00   0.000
 -7.00  0.0000E+00   0.000     -3.00  0.3558E+06   5.551     -7.00  0.0000E+00   0.000
 -7.25  0.0000E+00   0.000     -3.25  0.7388E+06   5.869     -7.25  0.0000E+00   0.000
 -7.50  0.0000E+00   0.000     -3.50  0.4083E+06   5.611     -7.50  0.0000E+00   0.000
 -7.75  0.0000E+00   0.000     -3.75  0.7175E+06   5.856     -7.75  0.0000E+00   0.000
 -8.00  0.0000E+00   0.000     -4.00  0.3670E+06   5.565     -8.00  0.0000E+00   0.000
 -8.25  0.0000E+00   0.000     -4.25  0.6770E+06   5.831     -8.25  0.0000E+00   0.000
 -8.50  0.0000E+00   0.000     -4.50 -0.1953E+04   0.000     -8.50  0.0000E+00   0.000
 -8.75  0.0000E+00   0.000     -4.75  0.1142E+07   6.058     -8.75  0.0000E+00   0.000
 -9.00  0.0000E+00   0.000     -5.00  0.1641E+06   5.215     -9.00  0.0000E+00   0.000
 -9.25  0.0000E+00   0.000     -5.25  0.4949E+06   5.694     -9.25  0.0000E+00   0.000
 -9.50  0.0000E+00   0.000     -5.50  0.4876E+06   5.688     -9.50  0.0000E+00   0.000
( Z, Y, Age) = 0.016900   0.274   5.012
 Mbol       dN       log dN    V       dN       log dN     I         dN       log dN
 12.75  0.2272E+06   5.357     16.75  0.8221E+05   4.915     12.75  0.4560E+06   5.659
 12.50  0.7282E+06   5.862     16.50  0.1458E+06   5.164     12.50  0.2178E+06   5.338
 12.25  0.9198E+06   5.964     16.25  0.3168E+06   5.501     12.25  0.3150E+06   5.498
 12.00  0.9371E+06   5.972     16.00  0.2445E+06   5.388     12.00  0.3405E+06   5.532
 11.75  0.1002E+07   6.001     15.75  0.6045E+06   5.781     11.75  0.3408E+06   5.533
 11.50  0.1047E+07   6.020     15.50  0.6474E+06   5.811     11.50  0.2949E+06   5.470
 11.25  0.1087E+07   6.036     15.25  0.6717E+06   5.827     11.25  0.3491E+06   5.543
 11.00  0.1055E+07   6.023     15.00  0.6991E+06   5.845     11.00  0.2989E+06   5.475
 10.75  0.9819E+06   5.992     14.75  0.6112E+06   5.786     10.75  0.2932E+06   5.467
 10.50  0.8475E+06   5.928     14.50  0.6158E+06   5.789     10.50  0.2557E+06   5.408
 10.25  0.7679E+06   5.885     14.25  0.7632E+06   5.883     10.25  0.1966E+06   5.294
 10.00  0.6511E+06   5.814     14.00  0.5505E+06   5.741     10.00  0.1862E+06   5.270
  9.75  0.5290E+06   5.723     13.75  0.7158E+06   5.855      9.75  0.1608E+06   5.206
  9.50  0.4591E+06   5.662     13.50  0.5809E+06   5.764      9.50  0.1265E+06   5.102
  9.25  0.3808E+06   5.581     13.25  0.6077E+06   5.784      9.25  0.1126E+06   5.051
  9.00  0.3121E+06   5.494     13.00  0.5404E+06   5.733      9.00  0.9919E+05   4.996
  8.75  0.2509E+06   5.399     12.75  0.4219E+06   5.625      8.75  0.8145E+05   4.911
  8.50  0.2029E+06   5.307     12.50  0.3987E+06   5.601      8.50  0.7032E+05   4.847
  8.25  0.1733E+06   5.239     12.25  0.3528E+06   5.548      8.25  0.6167E+05   4.790
  8.00  0.1404E+06   5.148     12.00  0.2838E+06   5.453      8.00  0.5567E+05   4.746
  7.75  0.1151E+06   5.061     11.75  0.3564E+06   5.552      7.75  0.4795E+05   4.681
  7.50  0.9831E+05   4.993     11.50  0.2972E+06   5.473      7.50  0.4550E+05   4.658
  7.25  0.7858E+05   4.895     11.25  0.3943E+06   5.596      7.25  0.4299E+05   4.633
  7.00  0.7283E+05   4.862     11.00  0.2819E+06   5.450      7.00  0.4157E+05   4.619
  6.75  0.6320E+05   4.801     10.75  0.3290E+06   5.517      6.75  0.4266E+05   4.630
  6.50  0.5772E+05   4.761     10.50  0.2353E+06   5.372      6.50  0.3847E+05   4.585
  6.25  0.5307E+05   4.725     10.25  0.2178E+06   5.338      6.25  0.3867E+05   4.587
  6.00  0.4965E+05   4.696     10.00  0.2180E+06   5.338      6.00  0.3700E+05   4.568
  5.75  0.4370E+05   4.641      9.75  0.1458E+06   5.164      5.75  0.3566E+05   4.552
  5.50  0.3913E+05   4.592      9.50  0.1386E+06   5.142      5.50  0.3300E+05   4.519
  5.25  0.3986E+05   4.601      9.25  0.1255E+06   5.099      5.25  0.3443E+05   4.537
  5.00  0.3312E+05   4.520      9.00  0.9992E+05   5.000      5.00  0.2951E+05   4.470
  4.75  0.3055E+05   4.485      8.75  0.8892E+05   4.949      4.75  0.2715E+05   4.434
  4.50  0.2780E+05   4.444      8.50  0.7346E+05   4.866      4.50  0.2560E+05   4.408
  4.25  0.2542E+05   4.405      8.25  0.6724E+05   4.828      4.25  0.2289E+05   4.360
  4.00  0.2235E+05   4.349      8.00  0.5610E+05   4.749      4.00  0.2018E+05   4.305
  3.75  0.1923E+05   4.284      7.75  0.5135E+05   4.710      3.75  0.1727E+05   4.237
  3.50  0.1754E+05   4.244      7.50  0.4554E+05   4.658      3.50  0.1746E+05   4.242
  3.25  0.1626E+05   4.211      7.25  0.4503E+05   4.654      3.25  0.1620E+05   4.210
  3.00  0.1309E+05   4.117      7.00  0.4198E+05   4.623      3.00  0.1084E+05   4.035
  2.75  0.9633E+04   3.984      6.75  0.4192E+05   4.622      2.75  0.9606E+04   3.983
  2.50  0.7913E+04   3.898      6.50  0.4105E+05   4.613      2.50  0.6776E+04   3.831
  2.25  0.7078E+04   3.850      6.25  0.3909E+05   4.592      2.25  0.6577E+04   3.818
  2.00  0.6327E+04   3.801      6.00  0.3686E+05   4.567      2.00  0.6013E+04   3.779
  1.75  0.3651E+04   3.562      5.75  0.3731E+05   4.572      1.75  0.3335E+04   3.523
  1.50  0.3023E+04   3.480      5.50  0.3366E+05   4.527      1.50  0.2772E+04   3.443
  1.25  0.1744E+04   3.242      5.25  0.3224E+05   4.508      1.25  0.1746E+04   3.242
  1.00  0.1407E+04   3.148      5.00  0.3190E+05   4.504      1.00  0.1298E+04   3.113
  0.75  0.6245E+03   2.796      4.75  0.2828E+05   4.452      0.75  0.4777E+04   3.679
  0.50  0.7247E+03   2.860      4.50  0.2578E+05   4.411      0.50  0.2170E+04   3.336
  0.25  0.5678E+04   3.754      4.25  0.2342E+05   4.370      0.25  0.4981E+03   2.697
  0.00  0.1129E+04   3.053      4.00  0.2087E+05   4.319      0.00  0.4210E+03   2.624
 -0.25  0.4135E+03   2.617      3.75  0.1748E+05   4.243     -0.25  0.3435E+03   2.536
 -0.50  0.4009E+03   2.603      3.50  0.1857E+05   4.269     -0.50  0.3246E+03   2.511
 -0.75  0.3180E+03   2.502      3.25  0.1577E+05   4.198     -0.75  0.2135E+03   2.329
 -1.00  0.2654E+03   2.424      3.00  0.1148E+05   4.060     -1.00  0.1521E+03   2.182
 -1.25  0.2359E+03   2.373      2.75  0.9911E+04   3.996     -1.25  0.1677E+03   2.224
 -1.50  0.1672E+03   2.223      2.50  0.7258E+04   3.861     -1.50  0.4455E+02   1.649
 -1.75  0.1422E+03   2.153      2.25  0.6972E+04   3.843     -1.75  0.1787E+02   1.252
 -2.00  0.1156E+03   2.063      2.00  0.5966E+04   3.776     -2.00  0.1709E+02   1.233
 -2.25  0.9852E+02   1.994      1.75  0.3479E+04   3.541     -2.25  0.8265E+00  -0.083
 -2.50  0.6668E+02   1.824      1.50  0.2970E+04   3.473     -2.50  0.0000E+00   0.000
 -2.75  0.5690E+02   1.755      1.25  0.1775E+04   3.249     -2.75  0.0000E+00   0.000
 -3.00  0.5029E+02   1.701      1.00  0.1416E+04   3.151     -3.00  0.0000E+00   0.000
 -3.25  0.4528E+02   1.656      0.75  0.3244E+04   3.511     -3.25  0.0000E+00   0.000
 -3.50  0.3840E+02   1.584      0.50  0.3748E+04   3.574     -3.50  0.0000E+00   0.000
 -3.75  0.1528E+02   1.184      0.25  0.5057E+03   2.704     -3.75  0.0000E+00   0.000
 -4.00  0.9445E+01   0.975      0.00  0.4567E+03   2.660     -4.00  0.0000E+00   0.000
 -4.25  0.8383E+01   0.923     -0.25  0.3472E+03   2.541     -4.25  0.0000E+00   0.000
 -4.50  0.7152E+01   0.854     -0.50  0.3371E+03   2.528     -4.50  0.0000E+00   0.000
 -4.75  0.5865E+01   0.768     -0.75  0.2564E+03   2.409     -4.75  0.0000E+00   0.000
 -5.00  0.4967E+01   0.696     -1.00  0.1562E+03   2.194     -5.00  0.0000E+00   0.000
 -5.25  0.3529E+01   0.548     -1.25  0.1673E+03   2.223     -5.25  0.0000E+00   0.000
 -5.50  0.1028E+01   0.012     -1.50  0.8304E+02   1.919     -5.50  0.0000E+00   0.000
 -5.75  0.0000E+00   0.000     -1.75  0.2196E+02   1.342     -5.75  0.0000E+00   0.000
 -6.00  0.0000E+00   0.000     -2.00  0.4161E+06   5.619     -6.00  0.0000E+00   0.000
 -6.25  0.0000E+00   0.000     -2.25  0.1621E+06   5.210     -6.25  0.0000E+00   0.000
 -6.50  0.0000E+00   0.000     -2.50  0.3689E+06   5.567     -6.50  0.0000E+00   0.000
 -6.75  0.0000E+00   0.000     -2.75  0.6391E+06   5.806     -6.75  0.0000E+00   0.000
 -7.00  0.0000E+00   0.000     -3.00  0.5825E+06   5.765     -7.00  0.0000E+00   0.000
 -7.25  0.0000E+00   0.000     -3.25  0.8840E+06   5.946     -7.25  0.0000E+00   0.000
 -7.50  0.0000E+00   0.000     -3.50  0.5604E+06   5.748     -7.50  0.0000E+00   0.000
 -7.75  0.0000E+00   0.000     -3.75  0.8733E+06   5.941     -7.75  0.0000E+00   0.000
 -8.00  0.0000E+00   0.000     -4.00  0.5096E+06   5.707     -8.00  0.0000E+00   0.000
 -8.25  0.0000E+00   0.000     -4.25  0.8091E+06   5.908     -8.25  0.0000E+00   0.000
 -8.50  0.0000E+00   0.000     -4.50  0.1236E+06   5.092     -8.50  0.0000E+00   0.000
 -8.75  0.0000E+00   0.000     -4.75  0.1120E+07   6.049     -8.75  0.0000E+00   0.000
 -9.00  0.0000E+00   0.000     -5.00  0.4738E+06   5.676     -9.00  0.0000E+00   0.000
 -9.25  0.0000E+00   0.000     -5.25  0.5880E+06   5.769     -9.25  0.0000E+00   0.000
 -9.50  0.0000E+00   0.000     -5.50  0.5737E+06   5.759     -9.50  0.0000E+00   0.000
( Z, Y, Age) = 0.016900   0.274  10.000
 Mbol       dN       log dN    V       dN       log dN     I         dN       log dN
 12.75  0.3051E+06   5.484     16.75  0.1038E+06   5.016     12.75  0.7779E+06   5.891
 12.50  0.8922E+06   5.950     16.50  0.1932E+06   5.286     12.50  0.1503E+06   5.177
 12.25  0.1110E+07   6.045     16.25  0.4251E+06   5.628     12.25  0.4126E+06   5.616
 12.00  0.1115E+07   6.047     16.00  0.3323E+06   5.522     12.00  0.3701E+06   5.568
 11.75  0.1216E+07   6.085     15.75  0.6946E+06   5.842     11.75  0.4173E+06   5.620
 11.50  0.1253E+07   6.098     15.50  0.7793E+06   5.892     11.50  0.3372E+06   5.528
 11.25  0.1290E+07   6.111     15.25  0.8088E+06   5.908     11.25  0.3913E+06   5.593
 11.00  0.1284E+07   6.108     15.00  0.8462E+06   5.927     11.00  0.3653E+06   5.563
 10.75  0.1164E+07   6.066     14.75  0.7587E+06   5.880     10.75  0.3449E+06   5.538
 10.50  0.1011E+07   6.005     14.50  0.7387E+06   5.868     10.50  0.2977E+06   5.474
 10.25  0.9128E+06   5.960     14.25  0.8885E+06   5.949     10.25  0.2324E+06   5.366
 10.00  0.7850E+06   5.895     14.00  0.6782E+06   5.831     10.00  0.2165E+06   5.336
  9.75  0.6406E+06   5.807     13.75  0.8430E+06   5.926      9.75  0.1872E+06   5.272
  9.50  0.5473E+06   5.738     13.50  0.7362E+06   5.867      9.50  0.1502E+06   5.177
  9.25  0.4539E+06   5.657     13.25  0.7149E+06   5.854      9.25  0.1328E+06   5.123
  9.00  0.3719E+06   5.570     13.00  0.6424E+06   5.808      9.00  0.1165E+06   5.066
  8.75  0.2998E+06   5.477     12.75  0.5186E+06   5.715      8.75  0.9639E+05   4.984
  8.50  0.2476E+06   5.394     12.50  0.4934E+06   5.693      8.50  0.8340E+05   4.921
  8.25  0.2035E+06   5.308     12.25  0.4090E+06   5.612      8.25  0.7300E+05   4.863
  8.00  0.1675E+06   5.224     12.00  0.3360E+06   5.526      8.00  0.6673E+05   4.824
  7.75  0.1378E+06   5.139     11.75  0.4343E+06   5.638      7.75  0.5686E+05   4.755
  7.50  0.1169E+06   5.068     11.50  0.3263E+06   5.514      7.50  0.5355E+05   4.729
  7.25  0.9391E+05   4.973     11.25  0.4645E+06   5.667      7.25  0.5060E+05   4.704
  7.00  0.8682E+05   4.939     11.00  0.3282E+06   5.516      7.00  0.5013E+05   4.700
  6.75  0.7567E+05   4.879     10.75  0.3826E+06   5.583      6.75  0.4957E+05   4.695
  6.50  0.6864E+05   4.837     10.50  0.2813E+06   5.449      6.50  0.4545E+05   4.658
  6.25  0.6293E+05   4.799     10.25  0.2569E+06   5.410      6.25  0.4602E+05   4.663
  6.00  0.5837E+05   4.766     10.00  0.2511E+06   5.400      6.00  0.4311E+05   4.635
  5.75  0.5170E+05   4.714      9.75  0.1743E+06   5.241      5.75  0.4246E+05   4.628
  5.50  0.4710E+05   4.673      9.50  0.1638E+06   5.214      5.50  0.3903E+05   4.591
  5.25  0.4605E+05   4.663      9.25  0.1470E+06   5.167      5.25  0.3995E+05   4.602
  5.00  0.3984E+05   4.600      9.00  0.1183E+06   5.073      5.00  0.3492E+05   4.543
  4.75  0.3610E+05   4.557      8.75  0.1046E+06   5.020      4.75  0.3225E+05   4.509
  4.50  0.3254E+05   4.512      8.50  0.8714E+05   4.940      4.50  0.2999E+05   4.477
  4.25  0.2907E+05   4.463      8.25  0.7912E+05   4.898      4.25  0.2640E+05   4.422
  4.00  0.2603E+05   4.416      8.00  0.6642E+05   4.822      4.00  0.2483E+05   4.395
  3.75  0.2283E+05   4.358      7.75  0.6099E+05   4.785      3.75  0.1909E+05   4.281
  3.50  0.1868E+05   4.271      7.50  0.5493E+05   4.740      3.50  0.1789E+05   4.253
  3.25  0.1670E+05   4.223      7.25  0.5274E+05   4.722      3.25  0.1663E+05   4.221
  3.00  0.1345E+05   4.129      7.00  0.4938E+05   4.694      3.00  0.1117E+05   4.048
  2.75  0.1002E+05   4.001      6.75  0.5036E+05   4.702      2.75  0.9863E+04   3.994
  2.50  0.8220E+04   3.915      6.50  0.4773E+05   4.679      2.50  0.6963E+04   3.843
  2.25  0.7313E+04   3.864      6.25  0.4617E+05   4.664      2.25  0.6754E+04   3.830
  2.00  0.6502E+04   3.813      6.00  0.4379E+05   4.641      2.00  0.6135E+04   3.788
  1.75  0.3795E+04   3.579      5.75  0.4329E+05   4.636      1.75  0.3458E+04   3.539
  1.50  0.3162E+04   3.500      5.50  0.4046E+05   4.607      1.50  0.2902E+04   3.463
  1.25  0.1843E+04   3.266      5.25  0.3792E+05   4.579      1.25  0.1881E+04   3.274
  1.00  0.1491E+04   3.173      5.00  0.3731E+05   4.572      1.00  0.1401E+04   3.146
  0.75  0.7492E+03   2.875      4.75  0.3340E+05   4.524      0.75  0.5261E+04   3.721
  0.50  0.8311E+03   2.920      4.50  0.3025E+05   4.481      0.50  0.2233E+04   3.349
  0.25  0.6140E+04   3.788      4.25  0.2690E+05   4.430      0.25  0.5533E+03   2.743
  0.00  0.1225E+04   3.088      4.00  0.2529E+05   4.403      0.00  0.4791E+03   2.680
 -0.25  0.4585E+03   2.661      3.75  0.2027E+05   4.307     -0.25  0.4011E+03   2.603
 -0.50  0.4412E+03   2.645      3.50  0.1902E+05   4.279     -0.50  0.3246E+03   2.511
 -0.75  0.3482E+03   2.542      3.25  0.1624E+05   4.211     -0.75  0.2135E+03   2.329
 -1.00  0.2951E+03   2.470      3.00  0.1180E+05   4.072     -1.00  0.1521E+03   2.182
 -1.25  0.2570E+03   2.410      2.75  0.1019E+05   4.008     -1.25  0.1677E+03   2.224
 -1.50  0.1886E+03   2.276      2.50  0.7472E+04   3.873     -1.50  0.4455E+02   1.649
 -1.75  0.1575E+03   2.197      2.25  0.7135E+04   3.853     -1.75  0.1787E+02   1.252
 -2.00  0.1314E+03   2.118      2.00  0.6114E+04   3.786     -2.00  0.1709E+02   1.233
 -2.25  0.1101E+03   2.042      1.75  0.3593E+04   3.555     -2.25  0.8265E+00  -0.083
 -2.50  0.7849E+02   1.895      1.50  0.3083E+04   3.489     -2.50  0.0000E+00   0.000
 -2.75  0.6597E+02   1.819      1.25  0.1944E+04   3.289     -2.75  0.0000E+00   0.000
 -3.00  0.5896E+02   1.771      1.00  0.1488E+04   3.173     -3.00  0.0000E+00   0.000
 -3.25  0.5265E+02   1.721      0.75  0.3663E+04   3.564     -3.25  0.0000E+00   0.000
 -3.50  0.4507E+02   1.654      0.50  0.3907E+04   3.592     -3.50  0.0000E+00   0.000
 -3.75  0.1993E+02   1.299      0.25  0.5621E+03   2.750     -3.75  0.0000E+00   0.000
 -4.00  0.1001E+02   1.000      0.00  0.5083E+03   2.706     -4.00  0.0000E+00   0.000
 -4.25  0.8862E+01   0.948     -0.25  0.4202E+03   2.623     -4.25  0.0000E+00   0.000
 -4.50  0.7569E+01   0.879     -0.50  0.3462E+03   2.539     -4.50  0.0000E+00   0.000
 -4.75  0.6229E+01   0.794     -0.75  0.2564E+03   2.409     -4.75  0.0000E+00   0.000
 -5.00  0.5133E+01   0.710     -1.00  0.1562E+03   2.194     -5.00  0.0000E+00   0.000
 -5.25  0.3529E+01   0.548     -1.25  0.1673E+03   2.223     -5.25  0.0000E+00   0.000
 -5.50  0.1028E+01   0.012     -1.50  0.8304E+02   1.919     -5.50  0.0000E+00   0.000
 -5.75  0.0000E+00   0.000     -1.75  0.2196E+02   1.342     -5.75  0.0000E+00   0.000
 -6.00  0.0000E+00   0.000     -2.00  0.5271E+06   5.722     -6.00  0.0000E+00   0.000
 -6.25  0.0000E+00   0.000     -2.25  0.2884E+06   5.460     -6.25  0.0000E+00   0.000
 -6.50  0.0000E+00   0.000     -2.50  0.4463E+06   5.650     -6.50  0.0000E+00   0.000
 -6.75  0.0000E+00   0.000     -2.75  0.6153E+06   5.789     -6.75  0.0000E+00   0.000
 -7.00  0.0000E+00   0.000     -3.00  0.9487E+06   5.977     -7.00  0.0000E+00   0.000
 -7.25  0.0000E+00   0.000     -3.25  0.9063E+06   5.957     -7.25  0.0000E+00   0.000
 -7.50  0.0000E+00   0.000     -3.50  0.7121E+06   5.853     -7.50  0.0000E+00   0.000
 -7.75  0.0000E+00   0.000     -3.75  0.1025E+07   6.011     -7.75  0.0000E+00   0.000
 -8.00  0.0000E+00   0.000     -4.00  0.6341E+06   5.802     -8.00  0.0000E+00   0.000
 -8.25  0.0000E+00   0.000     -4.25  0.8052E+06   5.906     -8.25  0.0000E+00   0.000
 -8.50  0.0000E+00   0.000     -4.50  0.4126E+06   5.616     -8.50  0.0000E+00   0.000
 -8.75  0.0000E+00   0.000     -4.75  0.1253E+07   6.098     -8.75  0.0000E+00   0.000
 -9.00  0.0000E+00   0.000     -5.00  0.5928E+06   5.773     -9.00  0.0000E+00   0.000
 -9.25  0.0000E+00   0.000     -5.25  0.6882E+06   5.838     -9.25  0.0000E+00   0.000
 -9.50  0.0000E+00   0.000     -5.50  0.5522E+06   5.742     -9.50  0.0000E+00   0.000
( Z, Y, Age) = 0.016900   0.274  17.783
 Mbol       dN       log dN    V       dN       log dN     I         dN       log dN
 12.75  0.3826E+06   5.583     16.75  0.1241E+06   5.094     12.75  0.9240E+06   5.966
 12.50  0.1055E+07   6.023     16.50  0.2467E+06   5.392     12.50  0.1153E+06   5.062
 12.25  0.1301E+07   6.114     16.25  0.5181E+06   5.714     12.25  0.5041E+06   5.703
 12.00  0.1299E+07   6.113     16.00  0.4326E+06   5.636     12.00  0.4082E+06   5.611
 11.75  0.1415E+07   6.151     15.75  0.7805E+06   5.892     11.75  0.4804E+06   5.682
