( Z, Y, Age) = 0.005344   0.243   1.000
 Mbol       dN       log dN    V       dN       log dN     I         dN       log dN
 12.50  0.0000E+00   0.000     16.50  0.0000E+00   0.000     12.50  0.3942E+06   5.596
 12.25  0.0000E+00   0.000     16.25  0.0000E+00   0.000     12.25  0.1269E+06   5.103
 12.00  0.3920E+06   5.593     16.00  0.0000E+00   0.000     12.00  0.3753E+06   5.574
 11.75  0.8220E+06   5.915     15.75  0.0000E+00   0.000     11.75  0.2460E+06   5.391
 11.50  0.1107E+07   6.044     15.50  0.0000E+00   0.000     11.50  0.3516E+06   5.546
 11.25  0.1275E+07   6.106     15.25  0.0000E+00   0.000     11.25  0.3348E+06   5.525
 11.00  0.1156E+07   6.063     15.00  0.0000E+00   0.000     11.00  0.3073E+06   5.488
 10.75  0.5350E+06   5.728     14.75  0.0000E+00   0.000     10.75  0.3317E+06   5.521
 10.50  0.1004E+07   6.002     14.50  0.4192E+06   5.622     10.50  0.1491E+06   5.174
 10.25  0.5214E+06   5.717     14.25  0.6966E+06   5.843     10.25  0.9395E+05   4.973
 10.00  0.5613E+06   5.749     14.00  0.1005E+07   6.002     10.00  0.1737E+06   5.240
  9.75  0.4805E+06   5.682     13.75  0.1386E+07   6.142      9.75  0.1259E+06   5.100
  9.50  0.3896E+06   5.591     13.50  0.5799E+06   5.763      9.50  0.9657E+05   4.985
  9.25  0.3938E+06   5.595     13.25  0.1124E+07   6.051      9.25  0.8339E+05   4.921
  9.00  0.1395E+06   5.145     13.00  0.4640E+05   4.667      9.00  0.7238E+05   4.860
  8.75  0.2102E+06   5.323     12.75  0.3623E+06   5.559      8.75  0.6668E+05   4.824
  8.50  0.1662E+06   5.221     12.50  0.8479E+06   5.928      8.50  0.5827E+05   4.765
  8.25  0.1220E+06   5.087     12.25  0.8985E+05   4.954      8.25  0.5022E+05   4.701
  8.00  0.1036E+06   5.015     12.00  0.3530E+06   5.548      8.00  0.4506E+05   4.654
  7.75  0.9105E+05   4.959     11.75  0.2156E+06   5.334      7.75  0.4346E+05   4.638
  7.50  0.7888E+05   4.897     11.50  0.3886E+06   5.590      7.50  0.4262E+05   4.630
  7.25  0.6757E+05   4.830     11.25  0.3052E+06   5.485      7.25  0.3785E+05   4.578
  7.00  0.6340E+05   4.802     11.00  0.3413E+06   5.533      7.00  0.4019E+05   4.604
  6.75  0.5773E+05   4.761     10.75  0.2894E+06   5.462      6.75  0.3912E+05   4.592
  6.50  0.5323E+05   4.726     10.50  0.2838E+06   5.453      6.50  0.4046E+05   4.607
  6.25  0.5120E+05   4.709     10.25  0.5364E+05   4.730      6.25  0.4012E+05   4.603
  6.00  0.4829E+05   4.684     10.00  0.1676E+06   5.224      6.00  0.3727E+05   4.571
  5.75  0.4354E+05   4.639      9.75  0.1436E+06   5.157      5.75  0.3539E+05   4.549
  5.50  0.4015E+05   4.604      9.50  0.1038E+06   5.016      5.50  0.3450E+05   4.538
  5.25  0.3557E+05   4.551      9.25  0.8789E+05   4.944      5.25  0.3160E+05   4.500
  5.00  0.3392E+05   4.530      9.00  0.7617E+05   4.882      5.00  0.3090E+05   4.490
  4.75  0.3131E+05   4.496      8.75  0.6847E+05   4.836      4.75  0.2816E+05   4.450
  4.50  0.2821E+05   4.450      8.50  0.6179E+05   4.791      4.50  0.2572E+05   4.410
  4.25  0.2566E+05   4.409      8.25  0.5387E+05   4.731      4.25  0.2365E+05   4.374
  4.00  0.2325E+05   4.367      8.00  0.4653E+05   4.668      4.00  0.2181E+05   4.339
  3.75  0.2220E+05   4.346      7.75  0.4413E+05   4.645      3.75  0.2145E+05   4.331
  3.50  0.1926E+05   4.285      7.50  0.4362E+05   4.640      3.50  0.1648E+05   4.217
  3.25  0.1643E+05   4.216      7.25  0.3996E+05   4.602      3.25  0.1546E+05   4.189
  3.00  0.1409E+05   4.149      7.00  0.3897E+05   4.591      3.00  0.1302E+05   4.114
  2.75  0.1285E+05   4.109      6.75  0.4074E+05   4.610      2.75  0.1165E+05   4.066
  2.50  0.1054E+05   4.023      6.50  0.4065E+05   4.609      2.50  0.9927E+04   3.997
  2.25  0.9350E+04   3.971      6.25  0.4018E+05   4.604      2.25  0.9660E+04   3.985
  2.00  0.8044E+04   3.905      6.00  0.3784E+05   4.578      2.00  0.7174E+04   3.856
  1.75  0.5095E+04   3.707      5.75  0.3597E+05   4.556      1.75  0.4672E+04   3.669
  1.50  0.4283E+04   3.632      5.50  0.3463E+05   4.539      1.50  0.3672E+04   3.565
  1.25  0.3585E+04   3.554      5.25  0.3301E+05   4.519      1.25  0.3060E+04   3.486
  1.00  0.3019E+04   3.480      5.00  0.3119E+05   4.494      1.00  0.2670E+04   3.427
  0.75  0.1167E+04   3.067      4.75  0.2865E+05   4.457      0.75  0.3335E+04   3.523
  0.50  0.2154E+04   3.333      4.50  0.2654E+05   4.424      0.50  0.3665E+04   3.564
  0.25  0.3251E+04   3.512      4.25  0.2403E+05   4.381      0.25  0.3948E+04   3.596
  0.00  0.4420E+04   3.645      4.00  0.2258E+05   4.354      0.00  0.5729E+03   2.758
 -0.25  0.1214E+04   3.084      3.75  0.2133E+05   4.329     -0.25  0.4435E+03   2.647
 -0.50  0.3810E+03   2.581      3.50  0.1756E+05   4.245     -0.50  0.3377E+03   2.529
 -0.75  0.4206E+03   2.624      3.25  0.1550E+05   4.190     -0.75  0.2622E+03   2.419
 -1.00  0.2927E+03   2.466      3.00  0.1331E+05   4.124     -1.00  0.1750E+03   2.243
 -1.25  0.2308E+03   2.363      2.75  0.1274E+05   4.105     -1.25  0.1442E+03   2.159
 -1.50  0.1624E+03   2.211      2.50  0.9825E+04   3.992     -1.50  0.1105E+03   2.044
 -1.75  0.1264E+03   2.102      2.25  0.9715E+04   3.987     -1.75  0.1029E+03   2.012
 -2.00  0.1062E+03   2.026      2.00  0.7677E+04   3.885     -2.00  0.3697E+02   1.568
 -2.25  0.8661E+02   1.938      1.75  0.4776E+04   3.679     -2.25  0.6870E+01   0.837
 -2.50  0.6797E+02   1.832      1.50  0.3761E+04   3.575     -2.50  0.2115E-02  -2.675
 -2.75  0.5620E+02   1.750      1.25  0.3052E+04   3.485     -2.75  0.0000E+00   0.000
 -3.00  0.4506E+02   1.654      1.00  0.2541E+04   3.405     -3.00  0.0000E+00   0.000
 -3.25  0.3704E+02   1.569      0.75  0.2688E+04   3.429     -3.25  0.0000E+00   0.000
 -3.50  0.4050E+02   1.607      0.50  0.3707E+04   3.569     -3.50  0.0000E+00   0.000
 -3.75  0.2471E+02   1.393      0.25  0.4197E+04   3.623     -3.75  0.0000E+00   0.000
 -4.00  0.3115E-02  -2.507      0.00  0.1124E+04   3.051     -4.00  0.0000E+00   0.000
 -4.25  0.0000E+00   0.000     -0.25  0.4574E+03   2.660     -4.25  0.0000E+00   0.000
 -4.50  0.0000E+00   0.000     -0.50  0.3746E+03   2.574     -4.50  0.0000E+00   0.000
 -4.75  0.0000E+00   0.000     -0.75  0.2771E+03   2.443     -4.75  0.0000E+00   0.000
 -5.00  0.0000E+00   0.000     -1.00  0.1982E+03   2.297     -5.00  0.0000E+00   0.000
 -5.25  0.0000E+00   0.000     -1.25  0.1461E+03   2.165     -5.25  0.0000E+00   0.000
 -5.50  0.0000E+00   0.000     -1.50  0.1271E+03   2.104     -5.50  0.0000E+00   0.000
 -5.75  0.0000E+00   0.000     -1.75  0.1008E+03   2.003     -5.75  0.0000E+00   0.000
 -6.00  0.0000E+00   0.000     -2.00  0.5957E+02   1.775     -6.00  0.0000E+00   0.000
 -6.25  0.0000E+00   0.000     -2.25  0.1500E+02   1.176     -6.25  0.0000E+00   0.000
 -6.50  0.0000E+00   0.000     -2.50  0.6324E+00  -0.199     -6.50  0.0000E+00   0.000
 -6.75  0.0000E+00   0.000     -2.75  0.4797E-03  -3.319     -6.75  0.0000E+00   0.000
 -7.00  0.0000E+00   0.000     -3.00  0.0000E+00   0.000     -7.00  0.0000E+00   0.000
 -7.25  0.0000E+00   0.000     -3.25  0.0000E+00   0.000     -7.25  0.0000E+00   0.000
 -7.50  0.0000E+00   0.000     -3.50  0.0000E+00   0.000     -7.50  0.0000E+00   0.000
 -7.75  0.0000E+00   0.000     -3.75  0.0000E+00   0.000     -7.75  0.0000E+00   0.000
 -8.00  0.0000E+00   0.000     -4.00  0.2681E+06   5.428     -8.00  0.0000E+00   0.000
 -8.25  0.0000E+00   0.000     -4.25  0.8774E+06   5.943     -8.25  0.0000E+00   0.000
 -8.50  0.0000E+00   0.000     -4.50  0.1877E+07   6.274     -8.50  0.0000E+00   0.000
 -8.75  0.0000E+00   0.000     -4.75  0.1146E+07   6.059     -8.75  0.0000E+00   0.000
 -9.00  0.0000E+00   0.000     -5.00 -0.5719E+06   0.000     -9.00  0.0000E+00   0.000
 -9.25  0.0000E+00   0.000     -5.25  0.2731E+07   6.436     -9.25  0.0000E+00   0.000
 -9.50  0.0000E+00   0.000     -5.50 -0.1117E+07   0.000     -9.50  0.0000E+00   0.000
( Z, Y, Age) = 0.005344   0.243  15.000
 Mbol       dN       log dN    V       dN       log dN     I         dN       log dN
 12.75  0.0000E+00   0.000     16.75  0.0000E+00   0.000     12.75  0.1333E+07   6.125
 12.50  0.0000E+00   0.000     16.50  0.0000E+00   0.000     12.50  0.3182E+06   5.503
 12.25  0.0000E+00   0.000     16.25  0.0000E+00   0.000     12.25  0.2124E+06   5.327
 12.00  0.4780E+06   5.679     16.00  0.0000E+00   0.000     12.00  0.4530E+06   5.656
 11.75  0.1008E+07   6.004     15.75  0.0000E+00   0.000     11.75  0.3199E+06   5.505
 11.50  0.1491E+07   6.174     15.50  0.0000E+00   0.000     11.50  0.4272E+06   5.631
 11.25  0.1520E+07   6.182     15.25  0.0000E+00   0.000     11.25  0.4233E+06   5.627
 11.00  0.1375E+07   6.138     15.00  0.0000E+00   0.000     11.00  0.3893E+06   5.590
 10.75  0.7492E+06   5.875     14.75  0.0000E+00   0.000     10.75  0.4027E+06   5.605
 10.50  0.1196E+07   6.078     14.50  0.5112E+06   5.709     10.50  0.2123E+06   5.327
 10.25  0.6810E+06   5.833     14.25  0.8569E+06   5.933     10.25  0.1173E+06   5.069
 10.00  0.7039E+06   5.847     14.00  0.1388E+07   6.142     10.00  0.2110E+06   5.324
  9.75  0.6036E+06   5.781     13.75  0.1569E+07   6.196      9.75  0.1583E+06   5.200
  9.50  0.4946E+06   5.694     13.50  0.7655E+06   5.884      9.50  0.1217E+06   5.085
  9.25  0.4877E+06   5.688     13.25  0.1361E+07   6.134      9.25  0.1044E+06   5.019
  9.00  0.1908E+06   5.281     13.00  0.1504E+06   5.177      9.00  0.9015E+05   4.955
  8.75  0.2636E+06   5.421     12.75  0.4563E+06   5.659      8.75  0.8275E+05   4.918
  8.50  0.2053E+06   5.312     12.50  0.9522E+06   5.979      8.50  0.7191E+05   4.857
  8.25  0.1524E+06   5.183     12.25  0.1836E+06   5.264      8.25  0.6297E+05   4.799
  8.00  0.1303E+06   5.115     12.00  0.4342E+06   5.638      8.00  0.5595E+05   4.748
  7.75  0.1125E+06   5.051     11.75  0.2872E+06   5.458      7.75  0.5329E+05   4.727
  7.50  0.9806E+05   4.992     11.50  0.4646E+06   5.667      7.50  0.5202E+05   4.716
  7.25  0.8401E+05   4.924     11.25  0.3913E+06   5.592      7.25  0.4703E+05   4.672
  7.00  0.7802E+05   4.892     11.00  0.4235E+06   5.627      7.00  0.4906E+05   4.691
  6.75  0.7099E+05   4.851     10.75  0.3653E+06   5.563      6.75  0.4779E+05   4.679
  6.50  0.6537E+05   4.815     10.50  0.3576E+06   5.553      6.50  0.4901E+05   4.690
  6.25  0.6218E+05   4.794     10.25  0.7433E+05   4.871      6.25  0.4825E+05   4.684
  6.00  0.5830E+05   4.766     10.00  0.2142E+06   5.331      6.00  0.4496E+05   4.653
  5.75  0.5260E+05   4.721      9.75  0.1747E+06   5.242      5.75  0.4262E+05   4.630
  5.50  0.4815E+05   4.683      9.50  0.1302E+06   5.115      5.50  0.4108E+05   4.614
  5.25  0.4265E+05   4.630      9.25  0.1097E+06   5.040      5.25  0.3754E+05   4.575
  5.00  0.4003E+05   4.602      9.00  0.9562E+05   4.981      5.00  0.3622E+05   4.559
  4.75  0.3665E+05   4.564      8.75  0.8535E+05   4.931      4.75  0.3269E+05   4.514
  4.50  0.3264E+05   4.514      8.50  0.7672E+05   4.885      4.50  0.2963E+05   4.472
  4.25  0.2931E+05   4.467      8.25  0.6631E+05   4.822      4.25  0.2731E+05   4.436
  4.00  0.2628E+05   4.420      8.00  0.5832E+05   4.766      4.00  0.2355E+05   4.372
  3.75  0.2352E+05   4.371      7.75  0.5434E+05   4.735      3.75  0.2200E+05   4.342
  3.50  0.1982E+05   4.297      7.50  0.5320E+05   4.726      3.50  0.1694E+05   4.229
  3.25  0.1689E+05   4.228      7.25  0.4942E+05   4.694      3.25  0.1588E+05   4.201
  3.00  0.1452E+05   4.162      7.00  0.4795E+05   4.681      3.00  0.1333E+05   4.125
  2.75  0.1320E+05   4.121      6.75  0.4955E+05   4.695      2.75  0.1188E+05   4.075
  2.50  0.1079E+05   4.033      6.50  0.4928E+05   4.693      2.50  0.1011E+05   4.005
  2.25  0.9547E+04   3.980      6.25  0.4849E+05   4.686      2.25  0.9811E+04   3.992
  2.00  0.8203E+04   3.914      6.00  0.4564E+05   4.659      2.00  0.7296E+04   3.863
  1.75  0.5224E+04   3.718      5.75  0.4337E+05   4.637      1.75  0.4775E+04   3.679
  1.50  0.4389E+04   3.642      5.50  0.4140E+05   4.617      1.50  0.3757E+04   3.575
  1.25  0.3674E+04   3.565      5.25  0.3911E+05   4.592      1.25  0.3198E+04   3.505
  1.00  0.3096E+04   3.491      5.00  0.3664E+05   4.564      1.00  0.2893E+04   3.461
  0.75  0.1755E+04   3.244      4.75  0.3338E+05   4.524      0.75  0.3910E+04   3.592
  0.50  0.2444E+04   3.388      4.50  0.3054E+05   4.485      0.50  0.3729E+04   3.572
  0.25  0.3310E+04   3.520      4.25  0.2769E+05   4.442      0.25  0.3994E+04   3.601
  0.00  0.4469E+04   3.650      4.00  0.2491E+05   4.396      0.00  0.6254E+03   2.796
 -0.25  0.1261E+04   3.101      3.75  0.2193E+05   4.341     -0.25  0.4800E+03   2.681
 -0.50  0.4213E+03   2.625      3.50  0.1804E+05   4.256     -0.50  0.3659E+03   2.563
 -0.75  0.4503E+03   2.653      3.25  0.1593E+05   4.202     -0.75  0.2862E+03   2.457
 -1.00  0.3165E+03   2.500      3.00  0.1365E+05   4.135     -1.00  0.1947E+03   2.289
 -1.25  0.2508E+03   2.399      2.75  0.1298E+05   4.113     -1.25  0.1690E+03   2.228
 -1.50  0.1793E+03   2.254      2.50  0.1002E+05   4.001     -1.50  0.1137E+03   2.056
 -1.75  0.1396E+03   2.145      2.25  0.9874E+04   3.994     -1.75  0.1032E+03   2.014
 -2.00  0.1168E+03   2.068      2.00  0.7805E+04   3.892     -2.00  0.3697E+02   1.568
 -2.25  0.9567E+02   1.981      1.75  0.4884E+04   3.689     -2.25  0.6870E+01   0.837
 -2.50  0.7549E+02   1.878      1.50  0.3850E+04   3.585     -2.50  0.2115E-02  -2.675
 -2.75  0.6267E+02   1.797      1.25  0.3171E+04   3.501     -2.75  0.0000E+00   0.000
 -3.00  0.5008E+02   1.700      1.00  0.2730E+04   3.436     -3.00  0.0000E+00   0.000
 -3.25  0.4117E+02   1.615      0.75  0.3260E+04   3.513     -3.25  0.0000E+00   0.000
 -3.50  0.4376E+02   1.641      0.50  0.3834E+04   3.584     -3.50  0.0000E+00   0.000
 -3.75  0.2544E+02   1.406      0.25  0.4242E+04   3.628     -3.75  0.0000E+00   0.000
 -4.00  0.3115E-02  -2.507      0.00  0.1180E+04   3.072     -4.00  0.0000E+00   0.000
 -4.25  0.0000E+00   0.000     -0.25  0.4963E+03   2.696     -4.25  0.0000E+00   0.000
 -4.50  0.0000E+00   0.000     -0.50  0.4049E+03   2.607     -4.50  0.0000E+00   0.000
 -4.75  0.0000E+00   0.000     -0.75  0.3012E+03   2.479     -4.75  0.0000E+00   0.000
 -5.00  0.0000E+00   0.000     -1.00  0.2190E+03   2.341     -5.00  0.0000E+00   0.000
 -5.25  0.0000E+00   0.000     -1.25  0.1700E+03   2.230     -5.25  0.0000E+00   0.000
 -5.50  0.0000E+00   0.000     -1.50  0.1370E+03   2.137     -5.50  0.0000E+00   0.000
 -5.75  0.0000E+00   0.000     -1.75  0.1013E+03   2.006     -5.75  0.0000E+00   0.000
 -6.00  0.0000E+00   0.000     -2.00  0.5957E+02   1.775     -6.00  0.0000E+00   0.000
 -6.25  0.0000E+00   0.000     -2.25  0.1500E+02   1.176     -6.25  0.0000E+00   0.000
 -6.50  0.0000E+00   0.000     -2.50  0.6324E+00  -0.199     -6.50  0.0000E+00   0.000
 -6.75  0.0000E+00   0.000     -2.75  0.4797E-03  -3.319     -6.75  0.0000E+00   0.000
 -7.00  0.0000E+00   0.000     -3.00  0.0000E+00   0.000     -7.00  0.0000E+00   0.000
 -7.25  0.0000E+00   0.000     -3.25  0.0000E+00   0.000     -7.25  0.0000E+00   0.000
 -7.50  0.0000E+00   0.000     -3.50  0.0000E+00   0.000     -7.50  0.0000E+00   0.000
 -7.75  0.0000E+00   0.000     -3.75  0.0000E+00   0.000     -7.75  0.0000E+00   0.000
 -8.00  0.0000E+00   0.000     -4.00  0.2681E+06   5.428     -8.00  0.0000E+00   0.000
 -8.25  0.0000E+00   0.000     -4.25  0.1324E+07   6.122     -8.25  0.0000E+00   0.000
 -8.50  0.0000E+00   0.000     -4.50  0.2228E+07   6.348     -8.50  0.0000E+00   0.000
 -8.75  0.0000E+00   0.000     -4.75  0.1005E+07   6.002     -8.75  0.0000E+00   0.000
 -9.00  0.0000E+00   0.000     -5.00  0.5623E+05   4.750     -9.00  0.0000E+00   0.000
 -9.25  0.0000E+00   0.000     -5.25  0.2797E+07   6.447     -9.25  0.0000E+00   0.000
 -9.50  0.0000E+00   0.000     -5.50 -0.1227E+07   0.000     -9.50  0.0000E+00   0.000
( Z, Y, Age) = 0.016900   0.274   1.000
 Mbol       dN       log dN    V       dN       log dN     I         dN       log dN
 12.75  0.0000E+00   0.000     16.75  0.0000E+00   0.000     12.75  0.1474E+07   6.169
 12.50  0.0000E+00   0.000     16.50  0.0000E+00   0.000     12.50  0.2227E+06   5.348
 12.25  0.0000E+00   0.000     16.25  0.0000E+00   0.000     12.25  0.2868E+06   5.458
 12.00  0.4780E+06   5.679     16.00  0.0000E+00   0.000     12.00  0.5363E+06   5.729
 11.75  0.1175E+07   6.070     15.75  0.0000E+00   0.000     11.75  0.3821E+06   5.582
 11.50  0.1776E+07   6.249     15.50  0.0000E+00   0.000     11.50  0.4669E+06   5.669
 11.25  0.1859E+07   6.269     15.25  0.0000E+00   0.000     11.25  0.4339E+06   5.637
 11.00  0.1523E+07   6.183     15.00  0.0000E+00   0.000     11.00  0.4464E+06   5.650
 10.75  0.1018E+07   6.008     14.75  0.0000E+00   0.000     10.75  0.4094E+06   5.612
 10.50  0.1382E+07   6.141     14.50  0.6489E+06   5.812     10.50  0.2533E+06   5.404
 10.25  0.9405E+06   5.973     14.25  0.1111E+07   6.046     10.25  0.1443E+06   5.159
 10.00  0.7096E+06   5.851     14.00  0.1786E+07   6.252     10.00  0.2332E+06   5.368
  9.75  0.7496E+06   5.875     13.75  0.1602E+07   6.205      9.75  0.1783E+06   5.251
  9.50  0.5856E+06   5.768     13.50  0.1105E+07   6.043      9.50  0.1395E+06   5.144
  9.25  0.5451E+06   5.736     13.25  0.1481E+07   6.171      9.25  0.1200E+06   5.079
  9.00  0.2378E+06   5.376     13.00  0.2607E+06   5.416      9.00  0.1043E+06   5.018
  8.75  0.3130E+06   5.495     12.75  0.7084E+06   5.850      8.75  0.9564E+05   4.981
  8.50  0.2381E+06   5.377     12.50  0.9628E+06   5.984      8.50  0.8409E+05   4.925
  8.25  0.1808E+06   5.257     12.25  0.2108E+06   5.324      8.25  0.7599E+05   4.881
  8.00  0.1535E+06   5.186     12.00  0.5449E+06   5.736      8.00  0.6318E+05   4.801
  7.75  0.1334E+06   5.125     11.75  0.3397E+06   5.531      7.75  0.6407E+05   4.807
  7.50  0.1156E+06   5.063     11.50  0.5312E+06   5.725      7.50  0.6152E+05   4.789
  7.25  0.1000E+06   5.000     11.25  0.3938E+06   5.595      7.25  0.5608E+05   4.749
  7.00  0.9333E+05   4.970     11.00  0.4761E+06   5.678      7.00  0.5756E+05   4.760
  6.75  0.8505E+05   4.930     10.75  0.3804E+06   5.580      6.75  0.5588E+05   4.747
  6.50  0.7812E+05   4.893     10.50  0.3912E+06   5.592      6.50  0.5666E+05   4.753
  6.25  0.7308E+05   4.864     10.25  0.1057E+06   5.024      6.25  0.5551E+05   4.744
  6.00  0.6865E+05   4.837     10.00  0.2390E+06   5.378      6.00  0.5232E+05   4.719
  5.75  0.6114E+05   4.786      9.75  0.1949E+06   5.290      5.75  0.4987E+05   4.698
  5.50  0.5713E+05   4.757      9.50  0.1484E+06   5.171      5.50  0.4835E+05   4.684
  5.25  0.5123E+05   4.710      9.25  0.1278E+06   5.106      5.25  0.4496E+05   4.653
  5.00  0.4799E+05   4.681      9.00  0.1097E+06   5.040      5.00  0.4291E+05   4.633
  4.75  0.4393E+05   4.643      8.75  0.9832E+05   4.993      4.75  0.3926E+05   4.594
  4.50  0.3986E+05   4.601      8.50  0.8955E+05   4.952      4.50  0.3662E+05   4.564
  4.25  0.3545E+05   4.550      8.25  0.7853E+05   4.895      4.25  0.3256E+05   4.513
  4.00  0.3261E+05   4.513      8.00  0.6599E+05   4.819      4.00  0.2996E+05   4.477
  3.75  0.2828E+05   4.451      7.75  0.6592E+05   4.819      3.75  0.2653E+05   4.424
  3.50  0.2691E+05   4.430      7.50  0.6307E+05   4.800      3.50  0.2181E+05   4.339
  3.25  0.2040E+05   4.310      7.25  0.5879E+05   4.769      3.25  0.2163E+05   4.335
  3.00  0.2032E+05   4.308      7.00  0.5672E+05   4.754      3.00  0.1756E+05   4.244
  2.75  0.1758E+05   4.245      6.75  0.5787E+05   4.762      2.75  0.1667E+05   4.222
  2.50  0.1528E+05   4.184      6.50  0.5712E+05   4.757      2.50  0.1387E+05   4.142
  2.25  0.1357E+05   4.132      6.25  0.5590E+05   4.747      2.25  0.1388E+05   4.142
  2.00  0.1198E+05   4.078      6.00  0.5262E+05   4.721      2.00  0.1096E+05   4.040
  1.75  0.8641E+04   3.937      5.75  0.5058E+05   4.704      1.75  0.8109E+04   3.909
  1.50  0.7564E+04   3.879      5.50  0.4921E+05   4.692      1.50  0.6951E+04   3.842
  1.25  0.6824E+04   3.834      5.25  0.4622E+05   4.665      1.25  0.6547E+04   3.816
  1.00  0.4945E+04   3.694      5.00  0.4379E+05   4.641      1.00  0.6300E+04   3.799
  0.75  0.2063E+04   3.314      4.75  0.3992E+05   4.601      0.75  0.1025E+05   4.011
  0.50  0.2504E+04   3.399      4.50  0.3763E+05   4.575      0.50  0.7931E+04   3.899
  0.25  0.1150E+05   4.061      4.25  0.3303E+05   4.519      0.25  0.4481E+04   3.651
  0.00  0.8178E+04   3.913      4.00  0.3121E+05   4.494      0.00  0.1080E+04   3.034
 -0.25  0.1572E+04   3.197      3.75  0.2647E+05   4.423     -0.25  0.7428E+03   2.871
 -0.50  0.8046E+03   2.906      3.50  0.2407E+05   4.381     -0.50  0.5642E+03   2.751
 -0.75  0.8418E+03   2.925      3.25  0.2039E+05   4.309     -0.75  0.4114E+03   2.614
 -1.00  0.5577E+03   2.746      3.00  0.1875E+05   4.273     -1.00  0.2742E+03   2.438
 -1.25  0.4199E+03   2.623      2.75  0.1743E+05   4.241     -1.25  0.1882E+03   2.275
 -1.50  0.2971E+03   2.473      2.50  0.1423E+05   4.153     -1.50  0.1137E+03   2.056
 -1.75  0.2315E+03   2.365      2.25  0.1385E+05   4.141     -1.75  0.1032E+03   2.014
 -2.00  0.1812E+03   2.258      2.00  0.1153E+05   4.062     -2.00  0.3697E+02   1.568
 -2.25  0.1399E+03   2.146      1.75  0.8258E+04   3.917     -2.25  0.6870E+01   0.837
 -2.50  0.1099E+03   2.041      1.50  0.7031E+04   3.847     -2.50  0.2115E-02  -2.675
 -2.75  0.8784E+02   1.944      1.25  0.6405E+04   3.807     -2.75  0.0000E+00   0.000
 -3.00  0.6672E+02   1.824      1.00  0.5960E+04   3.775     -3.00  0.0000E+00   0.000
 -3.25  0.4685E+02   1.671      0.75  0.7515E+04   3.876     -3.25  0.0000E+00   0.000
 -3.50  0.4376E+02   1.641      0.50  0.1058E+05   4.024     -3.50  0.0000E+00   0.000
 -3.75  0.2544E+02   1.406      0.25  0.4730E+04   3.675     -3.75  0.0000E+00   0.000
 -4.00  0.3115E-02  -2.507      0.00  0.1678E+04   3.225     -4.00  0.0000E+00   0.000
 -4.25  0.0000E+00   0.000     -0.25  0.8077E+03   2.907     -4.25  0.0000E+00   0.000
 -4.50  0.0000E+00   0.000     -0.50  0.6133E+03   2.788     -4.50  0.0000E+00   0.000
 -4.75  0.0000E+00   0.000     -0.75  0.4444E+03   2.648     -4.75  0.0000E+00   0.000
 -5.00  0.0000E+00   0.000     -1.00  0.3153E+03   2.499     -5.00  0.0000E+00   0.000
 -5.25  0.0000E+00   0.000     -1.25  0.2071E+03   2.316     -5.25  0.0000E+00   0.000
 -5.50  0.0000E+00   0.000     -1.50  0.1400E+03   2.146     -5.50  0.0000E+00   0.000
 -5.75  0.0000E+00   0.000     -1.75  0.1013E+03   2.006     -5.75  0.0000E+00   0.000
 -6.00  0.0000E+00   0.000     -2.00  0.5957E+02   1.775     -6.00  0.0000E+00   0.000
 -6.25  0.0000E+00   0.000     -2.25  0.1500E+02   1.176     -6.25  0.0000E+00   0.000
 -6.50  0.0000E+00   0.000     -2.50  0.6324E+00  -0.199     -6.50  0.0000E+00   0.000
 -6.75  0.0000E+00   0.000     -2.75  0.4797E-03  -3.319     -6.75  0.0000E+00   0.000
 -7.00  0.0000E+00   0.000     -3.00  0.0000E+00   0.000     -7.00  0.0000E+00   0.000
 -7.25  0.0000E+00   0.000     -3.25  0.0000E+00   0.000     -7.25  0.0000E+00   0.000
 -7.50  0.0000E+00   0.000     -3.50  0.0000E+00   0.000     -7.50  0.0000E+00   0.000
 -7.75  0.0000E+00   0.000     -3.75  0.0000E+00   0.000     -7.75  0.0000E+00   0.000
 -8.00  0.0000E+00   0.000     -4.00  0.2681E+06   5.428     -8.00  0.0000E+00   0.000
 -8.25  0.0000E+00   0.000     -4.25  0.1828E+07   6.262     -8.25  0.0000E+00   0.000
 -8.50  0.0000E+00   0.000     -4.50  0.2884E+07   6.460     -8.50  0.0000E+00   0.000
 -8.75  0.0000E+00   0.000     -4.75  0.6341E+06   5.802     -8.75  0.0000E+00   0.000
 -9.00  0.0000E+00   0.000     -5.00  0.6218E+06   5.794     -9.00  0.0000E+00   0.000
 -9.25  0.0000E+00   0.000     -5.25  0.2604E+07   6.416     -9.25  0.0000E+00   0.000
 -9.50  0.0000E+00   0.000     -5.50 -0.7785E+06   0.000     -9.50  0.0000E+00   0.000
( Z, Y, Age) = 0.016900   0.274   2.000
 Mbol       dN       log dN    V       dN       log dN     I         dN       log dN
 12.75  0.0000E+00   0.000     16.75  0.0000E+00   0.000     12.75  0.1999E+07   6.301
 12.50  0.0000E+00   0.000     16.50  0.0000E+00   0.000     12.50  0.7294E+05   4.863
 12.25  0.0000E+00   0.000     16.25  0.0000E+00   0.000     12.25  0.3782E+06   5.578
 12.00  0.7681E+06   5.885     16.00  0.0000E+00   0.000     12.00  0.6002E+06   5.778
 11.75  0.1506E+07   6.178     15.75  0.0000E+00   0.000     11.75  0.4495E+06   5.653
