( Z, Y, Age) = 0.009504   0.254   8.000
 Mbol       dN       log dN    V       dN       log dN     I         dN       log dN
  3.50  0.1285E+05   4.109      7.50  0.7439E+05   4.872      3.50  0.8381E+04   3.923
  3.25  0.5745E+04   3.759      7.25  0.7032E+05   4.847      3.25  0.3381E+04   3.529
  3.00  0.3101E+04   3.491      7.00  0.6555E+05   4.817      3.00  0.2762E+04   3.441
  2.75  0.2964E+04   3.472      6.75  0.6307E+05   4.800      2.75  0.2072E+04   3.316
  2.50  0.2364E+04   3.374      6.50  0.6154E+05   4.789      2.50  0.1561E+04   3.194
  2.25  0.1760E+04   3.245      6.25  0.5823E+05   4.765      2.25  0.1241E+04   3.094
  2.00  0.1394E+04   3.144      6.00  0.5740E+05   4.759      2.00  0.9916E+03   2.996
  1.75  0.1109E+04   3.045      5.75  0.5411E+05   4.733      1.75  0.8255E+03   2.917
  1.50  0.8996E+03   2.954      5.50  0.5145E+05   4.711      1.50  0.7035E+03   2.847
  1.25  0.7516E+03   2.876      5.25  0.4816E+05   4.683      1.25  0.8006E+03   2.903
  1.00  0.6326E+03   2.801      5.00  0.4324E+05   4.636      1.00  0.8014E+03   2.904
  0.75  0.5691E+03   2.755      4.75  0.3983E+05   4.600      0.75  0.3158E+04   3.499
  0.50  0.1077E+04   3.032      4.50  0.3313E+05   4.520      0.50  0.8512E+03   2.930
  0.25  0.3512E+04   3.546      4.25  0.2883E+05   4.460      0.25  0.3231E+03   2.509
  0.00  0.3518E+03   2.546      4.00  0.2615E+05   4.417      0.00  0.2781E+03   2.444
 -0.25  0.2932E+03   2.467      3.75  0.1849E+05   4.267     -0.25  0.2489E+03   2.396
 -0.50  0.2526E+03   2.402      3.50  0.1001E+05   4.000     -0.50  0.2611E+03   2.417
 -0.75  0.2092E+03   2.320      3.25  0.3779E+04   3.577     -0.75  0.2059E+03   2.314
 -1.00  0.1790E+03   2.253      3.00  0.2893E+04   3.461     -1.00  0.7398E+02   1.869
 -1.25  0.1497E+03   2.175      2.75  0.2233E+04   3.349     -1.25  0.3617E+00  -0.442
 -1.50  0.1262E+03   2.101      2.50  0.1683E+04   3.226     -1.50  0.0000E+00   0.000
 -1.75  0.1074E+03   2.031      2.25  0.1301E+04   3.114     -1.75  0.0000E+00   0.000
 -2.00  0.8897E+02   1.949      2.00  0.1056E+04   3.023     -2.00  0.0000E+00   0.000
 -2.25  0.7917E+02   1.899      1.75  0.8628E+03   2.936     -2.25  0.0000E+00   0.000
 -2.50  0.6358E+02   1.803      1.50  0.7221E+03   2.859     -2.50  0.0000E+00   0.000
 -2.75  0.5944E+02   1.774      1.25  0.7359E+03   2.867     -2.75  0.0000E+00   0.000
 -3.00  0.4702E+02   1.672      1.00  0.8713E+03   2.940     -3.00  0.0000E+00   0.000
 -3.25  0.4443E+02   1.648      0.75  0.2354E+04   3.372     -3.25  0.0000E+00   0.000
 -3.50  0.3733E+02   1.572      0.50  0.1734E+04   3.239     -3.50  0.0000E+00   0.000
 -3.75  0.1777E+02   1.250      0.25  0.3375E+03   2.528     -3.75  0.0000E+00   0.000
 -4.00  0.4260E+01   0.629      0.00  0.2882E+03   2.460     -4.00  0.0000E+00   0.000
 -4.25  0.3673E+01   0.565     -0.25  0.2544E+03   2.406     -4.25  0.0000E+00   0.000
 -4.50  0.3136E+01   0.496     -0.50  0.2477E+03   2.394     -4.50  0.0000E+00   0.000
 -4.75  0.2737E+01   0.437     -0.75  0.2395E+03   2.379     -4.75  0.0000E+00   0.000
 -5.00  0.1582E+01   0.199     -1.00  0.1224E+03   2.088     -5.00  0.0000E+00   0.000
 -5.25  0.1048E-01  -1.980     -1.25  0.9752E+01   0.989     -5.25  0.0000E+00   0.000
 -5.50  0.0000E+00   0.000     -1.50  0.0000E+00   0.000     -5.50  0.0000E+00   0.000
 -5.75  0.0000E+00   0.000     -1.75  0.0000E+00   0.000     -5.75  0.0000E+00   0.000
 -6.00  0.0000E+00   0.000     -2.00  0.0000E+00   0.000     -6.00  0.0000E+00   0.000
 -6.25  0.0000E+00   0.000     -2.25  0.8369E+06   5.923     -6.25  0.0000E+00   0.000
 -6.50  0.0000E+00   0.000     -2.50  0.9769E+06   5.990     -6.50  0.0000E+00   0.000
 -6.75  0.0000E+00   0.000     -2.75  0.9752E+06   5.989     -6.75  0.0000E+00   0.000
 -7.00  0.0000E+00   0.000     -3.00  0.1085E+07   6.035     -7.00  0.0000E+00   0.000
 -7.25  0.0000E+00   0.000     -3.25  0.1150E+07   6.061     -7.25  0.0000E+00   0.000
 -7.50  0.0000E+00   0.000     -3.50  0.1176E+07   6.071     -7.50  0.0000E+00   0.000
 -7.75  0.0000E+00   0.000     -3.75  0.1049E+07   6.021     -7.75  0.0000E+00   0.000
 -8.00  0.0000E+00   0.000     -4.00  0.8780E+06   5.943     -8.00  0.0000E+00   0.000
 -8.25  0.0000E+00   0.000     -4.25  0.9151E+06   5.961     -8.25  0.0000E+00   0.000
 -8.50  0.0000E+00   0.000     -4.50  0.1103E+07   6.042     -8.50  0.0000E+00   0.000
 -8.75  0.0000E+00   0.000     -4.75  0.1062E+07   6.026     -8.75  0.0000E+00   0.000
 -9.00  0.0000E+00   0.000     -5.00  0.1136E+07   6.055     -9.00  0.0000E+00   0.000
 -9.25  0.0000E+00   0.000     -5.25  0.8694E+06   5.939     -9.25  0.0000E+00   0.000
 -9.50  0.0000E+00   0.000     -5.50  0.7298E+06   5.863     -9.50  0.0000E+00   0.000
( Z, Y, Age) = 0.009504   0.254  16.000
 Mbol       dN       log dN    V       dN       log dN     I         dN       log dN
 12.75  0.4202E+06   5.623     16.75  0.0000E+00   0.000     12.75  0.1053E+07   6.023
 12.50  0.1644E+07   6.216     16.50  0.7085E+05   4.850     12.50  0.1959E+06   5.292
 12.25  0.1516E+07   6.181     16.25  0.4615E+06   5.664     12.25  0.5605E+06   5.749
 12.00  0.1854E+07   6.268     16.00  0.9497E+06   5.978     12.00  0.6145E+06   5.788
 11.75  0.1678E+07   6.225     15.75  0.1113E+07   6.046     11.75  0.4807E+06   5.682
 11.50  0.1964E+07   6.293     15.50  0.1255E+07   6.099     11.50  0.6254E+06   5.796
 11.25  0.1872E+07   6.272     15.25  0.1303E+07   6.115     11.25  0.6934E+06   5.841
 11.00  0.1851E+07   6.267     15.00  0.1193E+07   6.077     11.00  0.6094E+06   5.785
 10.75  0.1740E+07   6.241     14.75  0.1131E+07   6.053     10.75  0.5279E+06   5.723
 10.50  0.1529E+07   6.184     14.50  0.1163E+07   6.065     10.50  0.4439E+06   5.647
 10.25  0.1376E+07   6.139     14.25  0.1160E+07   6.064     10.25  0.3748E+06   5.574
 10.00  0.1162E+07   6.065     14.00  0.1156E+07   6.063     10.00  0.3157E+06   5.499
  9.75  0.9830E+06   5.993     13.75  0.1132E+07   6.054      9.75  0.2717E+06   5.434
  9.50  0.8257E+06   5.917     13.50  0.1122E+07   6.050      9.50  0.2247E+06   5.352
  9.25  0.6918E+06   5.840     13.25  0.1079E+07   6.033      9.25  0.1896E+06   5.278
  9.00  0.5563E+06   5.745     13.00  0.9976E+06   5.999      9.00  0.1625E+06   5.211
  8.75  0.4448E+06   5.648     12.75  0.7593E+06   5.880      8.75  0.1404E+06   5.148
  8.50  0.3493E+06   5.543     12.50  0.6004E+06   5.778      8.50  0.1232E+06   5.091
  8.25  0.2860E+06   5.456     12.25  0.6314E+06   5.800      8.25  0.1073E+06   5.031
  8.00  0.2311E+06   5.364     12.00  0.5575E+06   5.746      8.00  0.9610E+05   4.983
  7.75  0.1927E+06   5.285     11.75  0.5302E+06   5.724      7.75  0.8808E+05   4.945
  7.50  0.1648E+06   5.217     11.50  0.5843E+06   5.767      7.50  0.8143E+05   4.911
  7.25  0.1396E+06   5.145     11.25  0.6761E+06   5.830      7.25  0.7498E+05   4.875
  7.00  0.1236E+06   5.092     11.00  0.6410E+06   5.807      7.00  0.7240E+05   4.860
  6.75  0.1089E+06   5.037     10.75  0.5589E+06   5.747      6.75  0.6966E+05   4.843
  6.50  0.9886E+05   4.995     10.50  0.4774E+06   5.679      6.50  0.6687E+05   4.825
  6.25  0.8957E+05   4.952     10.25  0.4047E+06   5.607      6.25  0.6449E+05   4.810
  6.00  0.8128E+05   4.910     10.00  0.3391E+06   5.530      6.00  0.6316E+05   4.800
  5.75  0.7505E+05   4.875      9.75  0.2891E+06   5.461      5.75  0.5906E+05   4.771
  5.50  0.6679E+05   4.825      9.50  0.2404E+06   5.381      5.50  0.5659E+05   4.753
  5.25  0.6017E+05   4.779      9.25  0.2012E+06   5.304      5.25  0.5158E+05   4.713
  5.00  0.5425E+05   4.734      9.00  0.1696E+06   5.229      5.00  0.4733E+05   4.675
  4.75  0.4796E+05   4.681      8.75  0.1480E+06   5.170      4.75  0.4160E+05   4.619
  4.50  0.3968E+05   4.599      8.50  0.1303E+06   5.115      4.50  0.3587E+05   4.555
  4.25  0.3356E+05   4.526      8.25  0.1144E+06   5.058      4.25  0.3168E+05   4.501
  4.00  0.2803E+05   4.448      8.00  0.1002E+06   5.001      4.00  0.2640E+05   4.422
  3.75  0.2136E+05   4.330      7.75  0.8986E+05   4.954      3.75  0.1703E+05   4.231
  3.50  0.1323E+05   4.122      7.50  0.8451E+05   4.927      3.50  0.8768E+04   3.943
  3.25  0.6138E+04   3.788      7.25  0.7813E+05   4.893      3.25  0.3782E+04   3.578
  3.00  0.3533E+04   3.548      7.00  0.7324E+05   4.865      3.00  0.3004E+04   3.478
  2.75  0.3244E+04   3.511      6.75  0.7115E+05   4.852      2.75  0.2265E+04   3.355
  2.50  0.2582E+04   3.412      6.50  0.6816E+05   4.834      2.50  0.1719E+04   3.235
  2.25  0.1937E+04   3.287      6.25  0.6529E+05   4.815      2.25  0.1354E+04   3.132
  2.00  0.1539E+04   3.187      6.00  0.6386E+05   4.805      2.00  0.1099E+04   3.041
  1.75  0.1213E+04   3.084      5.75  0.6052E+05   4.782      1.75  0.9037E+03   2.956
  1.50  0.9870E+03   2.994      5.50  0.5685E+05   4.755      1.50  0.7843E+03   2.894
  1.25  0.8368E+03   2.923      5.25  0.5362E+05   4.729      1.25  0.9099E+03   2.959
  1.00  0.6959E+03   2.843      5.00  0.4808E+05   4.682      1.00  0.8475E+03   2.928
  0.75  0.6422E+03   2.808      4.75  0.4354E+05   4.639      0.75  0.3453E+04   3.538
  0.50  0.1232E+04   3.091      4.50  0.3653E+05   4.563      0.50  0.9139E+03   2.961
  0.25  0.3763E+04   3.576      4.25  0.3204E+05   4.506      0.25  0.3557E+03   2.551
  0.00  0.3872E+03   2.588      4.00  0.2782E+05   4.444      0.00  0.3076E+03   2.488
 -0.25  0.3205E+03   2.506      3.75  0.1894E+05   4.277     -0.25  0.2778E+03   2.444
 -0.50  0.2794E+03   2.446      3.50  0.1041E+05   4.018     -0.50  0.2938E+03   2.468
 -0.75  0.2279E+03   2.358      3.25  0.4159E+04   3.619     -0.75  0.2063E+03   2.314
 -1.00  0.1974E+03   2.295      3.00  0.3204E+04   3.506     -1.00  0.7398E+02   1.869
 -1.25  0.1636E+03   2.214      2.75  0.2425E+04   3.385     -1.25  0.3617E+00  -0.442
 -1.50  0.1386E+03   2.142      2.50  0.1843E+04   3.266     -1.50  0.0000E+00   0.000
 -1.75  0.1177E+03   2.071      2.25  0.1433E+04   3.156     -1.75  0.0000E+00   0.000
 -2.00  0.9773E+02   1.990      2.00  0.1155E+04   3.063     -2.00  0.0000E+00   0.000
 -2.25  0.8665E+02   1.938      1.75  0.9529E+03   2.979     -2.25  0.0000E+00   0.000
 -2.50  0.6996E+02   1.845      1.50  0.8001E+03   2.903     -2.50  0.0000E+00   0.000
 -2.75  0.6489E+02   1.812      1.25  0.8402E+03   2.924     -2.75  0.0000E+00   0.000
 -3.00  0.5183E+02   1.715      1.00  0.9311E+03   2.969     -3.00  0.0000E+00   0.000
 -3.25  0.4854E+02   1.686      0.75  0.2576E+04   3.411     -3.25  0.0000E+00   0.000
 -3.50  0.4110E+02   1.614      0.50  0.1875E+04   3.273     -3.50  0.0000E+00   0.000
 -3.75  0.1945E+02   1.289      0.25  0.3708E+03   2.569     -3.75  0.0000E+00   0.000
 -4.00  0.4624E+01   0.665      0.00  0.3189E+03   2.504     -4.00  0.0000E+00   0.000
 -4.25  0.3985E+01   0.600     -0.25  0.2812E+03   2.449     -4.25  0.0000E+00   0.000
 -4.50  0.3403E+01   0.532     -0.50  0.2836E+03   2.453     -4.50  0.0000E+00   0.000
 -4.75  0.2966E+01   0.472     -0.75  0.2473E+03   2.393     -4.75  0.0000E+00   0.000
 -5.00  0.1674E+01   0.224     -1.00  0.1224E+03   2.088     -5.00  0.0000E+00   0.000
 -5.25  0.1048E-01  -1.980     -1.25  0.9752E+01   0.989     -5.25  0.0000E+00   0.000
 -5.50  0.0000E+00   0.000     -1.50  0.0000E+00   0.000     -5.50  0.0000E+00   0.000
 -5.75  0.0000E+00   0.000     -1.75  0.0000E+00   0.000     -5.75  0.0000E+00   0.000
 -6.00  0.0000E+00   0.000     -2.00  0.0000E+00   0.000     -6.00  0.0000E+00   0.000
 -6.25  0.0000E+00   0.000     -2.25  0.8369E+06   5.923     -6.25  0.0000E+00   0.000
 -6.50  0.0000E+00   0.000     -2.50  0.1137E+07   6.056     -6.50  0.0000E+00   0.000
 -6.75  0.0000E+00   0.000     -2.75  0.1095E+07   6.039     -6.75  0.0000E+00   0.000
 -7.00  0.0000E+00   0.000     -3.00  0.1220E+07   6.086     -7.00  0.0000E+00   0.000
 -7.25  0.0000E+00   0.000     -3.25  0.1292E+07   6.111     -7.25  0.0000E+00   0.000
 -7.50  0.0000E+00   0.000     -3.50  0.1320E+07   6.120     -7.50  0.0000E+00   0.000
 -7.75  0.0000E+00   0.000     -3.75  0.1190E+07   6.076     -7.75  0.0000E+00   0.000
 -8.00  0.0000E+00   0.000     -4.00  0.1008E+07   6.003     -8.00  0.0000E+00   0.000
 -8.25  0.0000E+00   0.000     -4.25  0.1040E+07   6.017     -8.25  0.0000E+00   0.000
 -8.50  0.0000E+00   0.000     -4.50  0.1237E+07   6.092     -8.50  0.0000E+00   0.000
 -8.75  0.0000E+00   0.000     -4.75  0.1190E+07   6.076     -8.75  0.0000E+00   0.000
 -9.00  0.0000E+00   0.000     -5.00  0.1114E+07   6.047     -9.00  0.0000E+00   0.000
 -9.25  0.0000E+00   0.000     -5.25  0.1147E+07   6.059     -9.25  0.0000E+00   0.000
 -9.50  0.0000E+00   0.000     -5.50  0.8283E+06   5.918     -9.50  0.0000E+00   0.000
( Z, Y, Age) = 0.009504   0.254  17.000
 Mbol       dN       log dN    V       dN       log dN     I         dN       log dN
 12.75  0.4733E+06   5.675     16.75  0.0000E+00   0.000     12.75  0.1151E+07   6.061
 12.50  0.1825E+07   6.261     16.50  0.7932E+05   4.899     12.50  0.2232E+06   5.349
 12.25  0.1693E+07   6.229     16.25  0.5168E+06   5.713     12.25  0.5944E+06   5.774
 12.00  0.2049E+07   6.311     16.00  0.1058E+07   6.024     12.00  0.6989E+06   5.844
 11.75  0.1875E+07   6.273     15.75  0.1238E+07   6.093     11.75  0.5313E+06   5.725
 11.50  0.2176E+07   6.338     15.50  0.1399E+07   6.146     11.50  0.6901E+06   5.839
 11.25  0.2072E+07   6.316     15.25  0.1443E+07   6.159     11.25  0.7702E+06   5.887
 11.00  0.2075E+07   6.317     15.00  0.1322E+07   6.121     11.00  0.6782E+06   5.831
 10.75  0.1916E+07   6.282     14.75  0.1251E+07   6.097     10.75  0.5873E+06   5.769
 10.50  0.1705E+07   6.232     14.50  0.1288E+07   6.110     10.50  0.4939E+06   5.694
 10.25  0.1536E+07   6.186     14.25  0.1293E+07   6.112     10.25  0.4178E+06   5.621
 10.00  0.1284E+07   6.109     14.00  0.1295E+07   6.112     10.00  0.3501E+06   5.544
  9.75  0.1089E+07   6.037     13.75  0.1262E+07   6.101      9.75  0.3019E+06   5.480
  9.50  0.9256E+06   5.966     13.50  0.1239E+07   6.093      9.50  0.2487E+06   5.396
  9.25  0.7686E+06   5.886     13.25  0.1192E+07   6.076      9.25  0.2099E+06   5.322
  9.00  0.6150E+06   5.789     13.00  0.1104E+07   6.043      9.00  0.1795E+06   5.254
  8.75  0.4921E+06   5.692     12.75  0.8587E+06   5.934      8.75  0.1551E+06   5.191
  8.50  0.3925E+06   5.594     12.50  0.6608E+06   5.820      8.50  0.1360E+06   5.133
  8.25  0.3137E+06   5.496     12.25  0.6900E+06   5.839      8.25  0.1190E+06   5.076
  8.00  0.2579E+06   5.412     12.00  0.6435E+06   5.809      8.00  0.1071E+06   5.030
  7.75  0.2123E+06   5.327     11.75  0.5642E+06   5.751      7.75  0.9695E+05   4.987
  7.50  0.1824E+06   5.261     11.50  0.6642E+06   5.822      7.50  0.8966E+05   4.953
  7.25  0.1550E+06   5.190     11.25  0.7493E+06   5.875      7.25  0.8368E+05   4.923
  7.00  0.1364E+06   5.135     11.00  0.7124E+06   5.853      7.00  0.7983E+05   4.902
  6.75  0.1202E+06   5.080     10.75  0.6212E+06   5.793      6.75  0.7687E+05   4.886
  6.50  0.1093E+06   5.038     10.50  0.5302E+06   5.724      6.50  0.7369E+05   4.867
  6.25  0.9872E+05   4.994     10.25  0.4491E+06   5.652      6.25  0.7134E+05   4.853
  6.00  0.8983E+05   4.953     10.00  0.3761E+06   5.575      6.00  0.6920E+05   4.840
  5.75  0.8221E+05   4.915      9.75  0.3207E+06   5.506      5.75  0.6509E+05   4.814
  5.50  0.7388E+05   4.868      9.50  0.2662E+06   5.425      5.50  0.6234E+05   4.795
  5.25  0.6569E+05   4.817      9.25  0.2230E+06   5.348      5.25  0.5632E+05   4.751
  5.00  0.5916E+05   4.772      9.00  0.1883E+06   5.275      5.00  0.5170E+05   4.713
  4.75  0.5255E+05   4.721      8.75  0.1648E+06   5.217      4.75  0.4505E+05   4.654
  4.50  0.4314E+05   4.635      8.50  0.1437E+06   5.157      4.50  0.3914E+05   4.593
  4.25  0.3627E+05   4.559      8.25  0.1260E+06   5.100      4.25  0.3463E+05   4.539
  4.00  0.3006E+05   4.478      8.00  0.1106E+06   5.044      4.00  0.2714E+05   4.434
  3.75  0.2203E+05   4.343      7.75  0.1004E+06   5.002      3.75  0.1745E+05   4.242
  3.50  0.1362E+05   4.134      7.50  0.9325E+05   4.970      3.50  0.9201E+04   3.964
  3.25  0.6519E+04   3.814      7.25  0.8587E+05   4.934      3.25  0.4122E+04   3.615
  3.00  0.3930E+04   3.594      7.00  0.8181E+05   4.913      3.00  0.3231E+04   3.509
  2.75  0.3515E+04   3.546      6.75  0.7819E+05   4.893      2.75  0.2470E+04   3.393
  2.50  0.2794E+04   3.446      6.50  0.7532E+05   4.877      2.50  0.1851E+04   3.267
  2.25  0.2120E+04   3.326      6.25  0.7165E+05   4.855      2.25  0.1473E+04   3.168
  2.00  0.1662E+04   3.221      6.00  0.7080E+05   4.850      2.00  0.1191E+04   3.076
  1.75  0.1314E+04   3.119      5.75  0.6619E+05   4.821      1.75  0.9869E+03   2.994
  1.50  0.1079E+04   3.033      5.50  0.6267E+05   4.797      1.50  0.8644E+03   2.937
  1.25  0.9127E+03   2.960      5.25  0.5883E+05   4.770      1.25  0.1008E+04   3.004
  1.00  0.7552E+03   2.878      5.00  0.5249E+05   4.720      1.00  0.8902E+03   2.950
  0.75  0.7234E+03   2.859      4.75  0.4696E+05   4.672      0.75  0.3728E+04   3.572
  0.50  0.1374E+04   3.138      4.50  0.4006E+05   4.603      0.50  0.9766E+03   2.990
  0.25  0.3997E+04   3.602      4.25  0.3504E+05   4.545      0.25  0.3869E+03   2.588
  0.00  0.4190E+03   2.622      4.00  0.2895E+05   4.462      0.00  0.3363E+03   2.527
 -0.25  0.3477E+03   2.541      3.75  0.1938E+05   4.287     -0.25  0.3086E+03   2.489
 -0.50  0.3037E+03   2.482      3.50  0.1080E+05   4.034     -0.50  0.3179E+03   2.502
 -0.75  0.2458E+03   2.391      3.25  0.4552E+04   3.658     -0.75  0.2063E+03   2.314
 -1.00  0.2154E+03   2.333      3.00  0.3467E+04   3.540     -1.00  0.7398E+02   1.869
 -1.25  0.1761E+03   2.246      2.75  0.2609E+04   3.417     -1.25  0.3617E+00  -0.442
 -1.50  0.1507E+03   2.178      2.50  0.2013E+04   3.304     -1.50  0.0000E+00   0.000
 -1.75  0.1271E+03   2.104      2.25  0.1543E+04   3.188     -1.75  0.0000E+00   0.000
 -2.00  0.1063E+03   2.026      2.00  0.1260E+04   3.100     -2.00  0.0000E+00   0.000
 -2.25  0.9352E+02   1.971      1.75  0.1031E+04   3.013     -2.25  0.0000E+00   0.000
 -2.50  0.7616E+02   1.882      1.50  0.8819E+03   2.945     -2.50  0.0000E+00   0.000
 -2.75  0.6989E+02   1.844      1.25  0.9425E+03   2.974     -2.75  0.0000E+00   0.000
 -3.00  0.5646E+02   1.752      1.00  0.9817E+03   2.992     -3.00  0.0000E+00   0.000
 -3.25  0.5231E+02   1.719      0.75  0.2780E+04   3.444     -3.25  0.0000E+00   0.000
 -3.50  0.4476E+02   1.651      0.50  0.2010E+04   3.303     -3.50  0.0000E+00   0.000
 -3.75  0.2101E+02   1.322      0.25  0.4035E+03   2.606     -3.75  0.0000E+00   0.000
 -4.00  0.4964E+01   0.696      0.00  0.3475E+03   2.541     -4.00  0.0000E+00   0.000
 -4.25  0.4274E+01   0.631     -0.25  0.3072E+03   2.487     -4.25  0.0000E+00   0.000
 -4.50  0.3653E+01   0.563     -0.50  0.3193E+03   2.504     -4.50  0.0000E+00   0.000
 -4.75  0.3180E+01   0.502     -0.75  0.2496E+03   2.397     -4.75  0.0000E+00   0.000
 -5.00  0.1753E+01   0.244     -1.00  0.1224E+03   2.088     -5.00  0.0000E+00   0.000
 -5.25  0.1048E-01  -1.980     -1.25  0.9752E+01   0.989     -5.25  0.0000E+00   0.000
 -5.50  0.0000E+00   0.000     -1.50  0.0000E+00   0.000     -5.50  0.0000E+00   0.000
 -5.75  0.0000E+00   0.000     -1.75  0.0000E+00   0.000     -5.75  0.0000E+00   0.000
 -6.00  0.0000E+00   0.000     -2.00  0.0000E+00   0.000     -6.00  0.0000E+00   0.000
 -6.25  0.0000E+00   0.000     -2.25  0.9372E+06   5.972     -6.25  0.0000E+00   0.000
 -6.50  0.0000E+00   0.000     -2.50  0.1262E+07   6.101     -6.50  0.0000E+00   0.000
 -6.75  0.0000E+00   0.000     -2.75  0.1214E+07   6.084     -6.75  0.0000E+00   0.000
 -7.00  0.0000E+00   0.000     -3.00  0.1354E+07   6.132     -7.00  0.0000E+00   0.000
 -7.25  0.0000E+00   0.000     -3.25  0.1432E+07   6.156     -7.25  0.0000E+00   0.000
 -7.50  0.0000E+00   0.000     -3.50  0.1462E+07   6.165     -7.50  0.0000E+00   0.000
 -7.75  0.0000E+00   0.000     -3.75  0.1333E+07   6.125     -7.75  0.0000E+00   0.000
 -8.00  0.0000E+00   0.000     -4.00  0.1137E+07   6.056     -8.00  0.0000E+00   0.000
 -8.25  0.0000E+00   0.000     -4.25  0.1165E+07   6.066     -8.25  0.0000E+00   0.000
 -8.50  0.0000E+00   0.000     -4.50  0.1372E+07   6.137     -8.50  0.0000E+00   0.000
 -8.75  0.0000E+00   0.000     -4.75  0.1320E+07   6.121     -8.75  0.0000E+00   0.000
 -9.00  0.0000E+00   0.000     -5.00  0.1226E+07   6.088     -9.00  0.0000E+00   0.000
 -9.25  0.0000E+00   0.000     -5.25  0.1143E+07   6.058     -9.25  0.0000E+00   0.000
 -9.50  0.0000E+00   0.000     -5.50  0.1073E+07   6.031     -9.50  0.0000E+00   0.000
( Z, Y, Age) = 0.016900   0.274   8.000
 Mbol       dN       log dN    V       dN       log dN     I         dN       log dN
 12.75  0.5514E+06   5.741     16.75  0.2223E+05   4.347     12.75  0.1252E+07   6.097
 12.50  0.1990E+07   6.299     16.50  0.1247E+06   5.096     12.50  0.2502E+06   5.398
 12.25  0.1878E+07   6.274     16.25  0.6301E+06   5.799     12.25  0.6372E+06   5.804
 12.00  0.2235E+07   6.349     16.00  0.1141E+07   6.057     12.00  0.7616E+06   5.882
 11.75  0.2077E+07   6.317     15.75  0.1330E+07   6.124     11.75  0.5936E+06   5.773
 11.50  0.2398E+07   6.380     15.50  0.1532E+07   6.185     11.50  0.7197E+06   5.857
 11.25  0.2272E+07   6.356     15.25  0.1582E+07   6.199     11.25  0.8470E+06   5.928
 11.00  0.2287E+07   6.359     15.00  0.1470E+07   6.167     11.00  0.7231E+06   5.859
 10.75  0.2118E+07   6.326     14.75  0.1393E+07   6.144     10.75  0.6374E+06   5.804
 10.50  0.1870E+07   6.272     14.50  0.1411E+07   6.149     10.50  0.5367E+06   5.730
 10.25  0.1680E+07   6.225     14.25  0.1418E+07   6.152     10.25  0.4541E+06   5.657
 10.00  0.1409E+07   6.149     14.00  0.1424E+07   6.153     10.00  0.3809E+06   5.581
  9.75  0.1196E+07   6.078     13.75  0.1421E+07   6.152      9.75  0.3296E+06   5.518
  9.50  0.1018E+07   6.008     13.50  0.1358E+07   6.133      9.50  0.2725E+06   5.435
  9.25  0.8479E+06   5.928     13.25  0.1300E+07   6.114      9.25  0.2301E+06   5.362
  9.00  0.6741E+06   5.829     13.00  0.1207E+07   6.082      9.00  0.1969E+06   5.294
  8.75  0.5397E+06   5.732     12.75  0.9716E+06   5.987      8.75  0.1704E+06   5.232
  8.50  0.4311E+06   5.635     12.50  0.7538E+06   5.877      8.50  0.1492E+06   5.174
  8.25  0.3491E+06   5.543     12.25  0.7191E+06   5.857      8.25  0.1306E+06   5.116
  8.00  0.2839E+06   5.453     12.00  0.7464E+06   5.873      8.00  0.1173E+06   5.069
  7.75  0.2346E+06   5.370     11.75  0.5917E+06   5.772      7.75  0.1061E+06   5.026
  7.50  0.2014E+06   5.304     11.50  0.7287E+06   5.863      7.50  0.9817E+05   4.992
  7.25  0.1716E+06   5.234     11.25  0.7967E+06   5.901      7.25  0.9252E+05   4.966
  7.00  0.1501E+06   5.176     11.00  0.7624E+06   5.882      7.00  0.8718E+05   4.940
  6.75  0.1326E+06   5.123     10.75  0.6759E+06   5.830      6.75  0.8403E+05   4.924
  6.50  0.1204E+06   5.081     10.50  0.5776E+06   5.762      6.50  0.8177E+05   4.913
  6.25  0.1090E+06   5.037     10.25  0.4923E+06   5.692      6.25  0.7791E+05   4.892
  6.00  0.9904E+05   4.996     10.00  0.4072E+06   5.610      6.00  0.7610E+05   4.881
  5.75  0.9043E+05   4.956      9.75  0.3475E+06   5.541      5.75  0.7204E+05   4.858
  5.50  0.8175E+05   4.912      9.50  0.2907E+06   5.463      5.50  0.6831E+05   4.834
  5.25  0.7290E+05   4.863      9.25  0.2443E+06   5.388      5.25  0.6260E+05   4.797
  5.00  0.6584E+05   4.818      9.00  0.2065E+06   5.315      5.00  0.5773E+05   4.761
  4.75  0.5834E+05   4.766      8.75  0.1807E+06   5.257      4.75  0.5022E+05   4.701
  4.50  0.4845E+05   4.685      8.50  0.1576E+06   5.197      4.50  0.4384E+05   4.642
  4.25  0.4093E+05   4.612      8.25  0.1388E+06   5.143      4.25  0.3846E+05   4.585
  4.00  0.3366E+05   4.527      8.00  0.1217E+06   5.085      4.00  0.3100E+05   4.491
  3.75  0.2536E+05   4.404      7.75  0.1100E+06   5.041      3.75  0.2213E+05   4.345
  3.50  0.1732E+05   4.239      7.50  0.1018E+06   5.008      3.50  0.1051E+05   4.021
  3.25  0.7097E+04   3.851      7.25  0.9392E+05   4.973      3.25  0.4542E+04   3.657
  3.00  0.4358E+04   3.639      7.00  0.9073E+05   4.958      3.00  0.3691E+04   3.567
  2.75  0.3952E+04   3.597      6.75  0.8534E+05   4.931      2.75  0.2768E+04   3.442
  2.50  0.3167E+04   3.501      6.50  0.8242E+05   4.916      2.50  0.2104E+04   3.323
